,phylum,EMOBON00001,EMOBON00084,EMOBON00086,EMOBON00088,EMOBON00091,EMOBON00092,EMOBON00093,EMOBON00094,EMOBON00095,EMOBON00097,EMOBON00098,EMOBON00099,EMOBON00120,EMOBON00121,EMOBON00122,EMOBON00123,EMOBON00124,EMOBON00125,EMOBON00126,EMOBON00129,EMOBON00130,EMOBON00131,EMOBON00135,EMOBON00136,EMOBON00137,EMOBON00138,EMOBON00139,EMOBON00140,EMOBON00141,EMOBON00142,EMOBON00143,EMOBON00144,EMOBON00145,EMOBON00147,EMOBON00148,EMOBON00149,EMOBON00153,EMOBON00155,EMOBON00156,EMOBON00157,EMOBON00158,EMOBON00193,EMOBON00194,EMOBON00195,EMOBON00224,EMOBON00225,EMOBON00226,EMOBON00227,EMOBON00236,EMOBON00237,EMOBON00238,EMOBON00241,EMOBON00242,EMOBON00243
20,Echinodermata,0.05018856132284956,,,,,,,,,,,,,,0.03597082407789518,0.03565747911603346,,,0.017267062892749263,0.014103170678669133,,,,0.01494035761667992,,,,,,0.027767067240353285,,0.06817061525404412,0.07745482614878355,0.04959863506434429,0.02190014399392014,,,,,,,,,,,,,,,,,,0.05970814340265321,
21,Endomyxa,0.10037712264569912,0.11909826683508273,,0.04607756775840914,0.1188456721353821,0.0827605888602368,,0.09759000729485333,0.06917144638660747,0.06835859270246632,0.15844431990595387,,,0.07138306102482496,0.03330251193669781,0.03782046792444744,0.02956561979945413,,0.024419314525275217,,0.04478110755198991,0.0414774731343667,0.05228869856160021,0.01494035761667992,0.025794107751137895,,0.035680169210035695,0.08232319499226776,,0.11780568923589986,0.10994504121565506,0.09999295849029159,0.08802858269379676,0.09919727012868858,0.01896608104527204,0.02859478078502978,,,,,,,0.1414213562373095,0.11521430589638529,,0.03946685189819292,,,0.058222250973958195,0.08032193289024989,0.047727395990334764,0.11094003924504582,0.09440686400617013,0.14978617237881953
22,Entoprocta,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027441064997422587,,,,,,,,,,,,,,0.01501850292961929,,,0.015016809463646762,,,,,,,,,
23,Euglenozoa,0.2509428066142478,0.3261640365267211,,0.18431027103363656,0.24929278500463514,,,0.12909944487358055,0.22941573387056177,0.13671718540493263,0.21453462331873255,,0.058621038176054914,0.03569153051241248,0.08157416139785564,0.09683484212675685,0.02956561979945413,0.0455802844097073,0.08804509063256238,0.0546213451672063,0.07611324708263126,0.07722685216763653,0.09426479189556486,0.08045628804334864,0.07738232325341368,0.09195361803225634,0.0504593792045994,0.1623435298579743,,0.17561435284512492,0.046880723093849545,0.09493584726785391,0.11010669627424777,0.10521459357478415,0.026822089039291005,0.02647362279937051,0.079499841000477,0.015410168209838634,0.03411955969674702,,0.021136721194976345,0.01061968526480383,0.2863564212655271,0.2822162605150792,0.010618487803530948,0.10441947515323594,0.09841356626102458,0.12290541152149845,0.2016877936358443,0.1796053020267749,0.2782961500858745,0.15689290811054724,0.33776026473659926,0.3962969619506085
24,Evosea,,,,,,,,,,,,,0.03384487217112064,,,,,,,0.01628493877551372,0.010555008273018727,0.010709437512811186,,0.02988071523335984,,0.04748464416832624,0.035680169210035695,,,,,,,,,,,,,,0.012203291671705663,,,,,,,,,,,,,
25,Fornicata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02055421386594025,0.011179641181758961,,,,,,,,,,,,,,,,,0.08032193289024989,,,,
26,Gastrotricha,0.14195468819753523,0.11909826683508273,,0.16613503320161047,0.17627661877765757,,,0.09759000729485333,,0.09667364890456635,,,,,,,,,,,,,,,,,,,,,,0.031397080296994034,0.022359282363517922,,,0.010807811250228158,,,,,,,0.28982753492378877,0.3391817326856071,,,,,0.04116934847963091,0.08032193289024989,0.09545479198066953,0.07844645405527362,0.1840328576412976,0.1386750490563073
27,Gnathostomulida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011866980908481739,,,,,,,,,,0.01061968526480383,,,0.010618487803530948,0.11162911443718951,,,,,,,,
28,Haptista,0.05018856132284956,0.18831089428867737,,,,,,,,0.09667364890456635,0.09147787074926965,,0.34013675573249813,0.3152190624388709,0.2439659986612328,0.1882600087548504,0.2757697428090164,0.3113726201631377,0.22744071419485237,0.17577175655502744,0.21267752362499068,0.22642293870728053,0.2779182450339694,0.26049403612586386,0.22238849401669486,0.27070412175151337,0.24330631533283353,0.03880752628531665,,0.03926856307863329,0.033149677206589796,0.13478299384125894,0.13828452434669172,0.16819715485949524,0.22172205903524742,0.22619073234994522,0.3604382476057149,0.1627214527789456,0.3934859579053419,0.42787489185148864,0.18182495079798044,,,0.07680953726425685,,,0.08522864845907042,,0.04116934847963091,0.05679618342470648,,0.09607689228305229,0.11941628680530642,
29,Hemichordata,,,,0.04607756775840914,,,,,,,,,,,,,,,,,,,,,,,,,,0.027767067240353285,0.05741692517632146,,,,,,,0.010896634440402259,,,,,0.1,0.10862508931871367,,,,,0.07130740328122925,,0.2782961500858745,0.2935197542821371,,
30,Imbricatea,0.16645662667563504,0.3036421933135836,,0.11286652959662007,0.22549380840084865,0.0827605888602368,,0.1543033499620919,0.1546720562224365,0.11840055569457876,,,0.04786387724118254,,0.04509181432409675,0.05495186589336262,0.02956561979945413,,0.04049485195900675,0.02700551582614436,0.12884029550913242,0.16728676172715226,0.13331054715298524,0.20701966780270625,0.22437414496902996,0.14441890715581937,0.1513781376137982,0.1820234328884112,0.1414213562373095,0.2776706724035329,0.2793241450751761,0.18268984893556076,0.1799192975497519,0.07014306238318943,0.0882823028019183,0.08441170431435477,0.07495316889958614,0.09116778460039074,0.090271869800615,0.06793662204867575,0.09452629082685539,0.02123937052960766,0.1414213562373095,0.1487410293271824,0.021236975607061895,,0.04920678313051229,,0.11644450194791639,0.2125118592516207,0.1431821879710043,0.1358732440973515,0.1840328576412976,0.1877669040497027
31,Kinorhyncha,0.10037712264569912,,,0.06516352124510746,,,,0.24880667576405965,,,,,,,,,,,,,,0.010709437512811186,,,,,,,,0.04809397123747323,0.06629935441317959,0.029068048013129823,0.011179641181758961,0.07842232781940998,,,,0.02436561533470483,,,0.038590196633953654,,0.044721359549995794,,,,0.04920678313051229,,,0.08032193289024989,,,0.05970814340265321,
32,Microsporidia,,,,,,,,0.048795003647426664,,,,,,,0.04709686404196993,0.028189712406638288,,,,,,0.010709437512811186,,0.021128856368212913,,,,,,,,,,,0.01095007199696007,0.007642276624820589,,0.010896634440402259,0.03411955969674702,,0.012203291671705663,,,0.038404768632128425,,,,,,,,0.09607689228305229,,
33,Mollusca,0.3887589243470121,0.16843038421330378,0.13736056394868904,0.41978662055150734,0.14062009564580388,0.22664920695581228,0.13545709229571928,0.1618347187425374,0.11980845957463077,0.11840055569457876,0.12936924547063017,,,0.05047544651250688,0.2539885161943256,0.12979518316972438,0.05120915564991892,0.03721614637823934,0.17609018126512477,0.19026217443539437,0.06420360883010603,0.07184109083829626,0.05228869856160021,0.08582582029069939,0.07593579713944781,0.05815657441501209,0.0252296896022997,0.11314240946381295,0.31622776601683794,0.12417809977047488,0.033149677206589796,0.13161118498638033,0.12892991171459459,0.11090591959507848,0.07096457724119536,0.05919682019008073,0.09915372244226286,0.08919279692082742,,,0.16508306986279334,0.21345303209345753,0.33763886032268264,0.24289308377863011,0.21236975607061895,0.1851159441339013,0.08522864845907042,0.10992994198586255,0.23649990145839492,0.28960484758017346,0.2699869228251308,0.31378581622109447,0.3131121455425747,0.408248290463863
34,Mucoromycota,0.05018856132284956,,0.09712858623572641,,,,0.039103094350288754,0.09759000729485333,,,0.09147787074926965,0.018408372559188167,,,,,,0.02631578947368421,0.012209657262637608,0.00814246938775686,0.023601716001542532,0.018549289892673043,,0.021128856368212913,0.021060800786885447,0.04112290813943512,0.0436991042503753,0.03880752628531665,,0.03926856307863329,,0.016782445345197468,0.015810400181708296,,0.015485740327062772,0.01871967820400968,,0.021793268880804517,,0.03922322702763681,,0.01061968526480383,,,0.010618487803530948,,,,0.04116934847963091,0.09837387536759294,0.0674967307062827,,0.04222003309207491,0.09805806756909202
35,Nematoda,0.13278645192037483,0.25264557631995566,,0.1382327032752274,0.1188456721353821,0.0827605888602368,,0.08451542547285165,0.11980845957463077,0.09667364890456635,0.17113942540767832,,,0.05047544651250688,,,,,0.017267062892749263,0.01628493877551372,0.010555008273018727,0.023947030279432086,,,,,,0.04752931878933584,,0.11448655114560448,0.05741692517632146,0.04596061942831114,0.04329856411352706,0.04959863506434429,,0.015284553249641179,,,,,0.017258060587720787,0.04378608405760165,0.11832159566199232,0.11521430589638529,0.04378114679829097,0.11840055569457876,,0.12290541152149845,0.15944820103582016,0.11359236684941296,0.1262748205151271,0.18397324220155997,0.15222649416526252,0.05661385170722979
36,Nematomorpha,,,,,0.053149400345273386,,,,,,,,,,,,,,,,,,,,,,,,,0.027767067240353285,,,,,,,,,,,,,,0.05431254465935684,,,,,,,,,0.04222003309207491,
37,Nemertea,0.05018856132284956,0.564932682866032,0.25697808437502334,0.09215513551681828,0.14062009564580388,0.11704114719613055,0.1659003790827993,0.09759000729485333,0.09782319760890369,0.44825726925422227,,,,,0.013595693566309273,0.01260682264148248,,,,0.018207115055735433,0.033377866864659544,0.04007104597800392,0.05846054221936677,,0.025794107751137895,,,0.061360086709227,0.2,0.03926856307863329,0.08119979429411502,0.023733961816963477,0.022359282363517922,,0.01095007199696007,0.013236811399685255,,0.021793268880804517,,,0.017258060587720787,0.033582393470908474,0.07745966692414834,0.14369748623974749,0.03357860676587632,0.07893370379638584,,0.09520212239630653,0.1484381969207547,0.17038855027411945,0.0674967307062827,0.12403473458920845,0.8966167345234256,
38,Olpidiomycota,,,,,,,,,,,,,,,,,,,,,0.014927035850663302,,,0.01494035761667992,,,,,,,,,,,,,,0.010896634440402259,,,,,,,,,,,0.058222250973958195,,,,,
39,Perkinsozoa,0.05018856132284956,,,,0.053149400345273386,0.05852057359806528,,0.048795003647426664,,0.09667364890456635,0.11203705304599067,,,,,0.01260682264148248,,,0.017267062892749263,,0.010555008273018727,0.021418875025622373,,0.021128856368212913,0.025794107751137895,,,0.03880752628531665,,0.027767067240353285,,0.016782445345197468,0.015810400181708296,,,,,,,,0.012203291671705663,,0.06324555320336758,,,,,,0.08233869695926183,0.08032193289024989,0.047727395990334764,,0.09440686400617013,0.09805806756909202
40,Phoronida,,,,,,,,,,,,,,,,0.01260682264148248,,,,,0.13434332265596974,0.15069514346680146,0.06917144638660747,0.20375931179422732,0.17044942094624227,0.05815657441501209,0.08367741398795905,0.027441064997422587,,0.03926856307863329,0.06629935441317959,0.02055421386594025,,,,,,,,,,0.03185905579441149,,0.038404768632128425,0.03185546341059284,0.8798541368776335,,,,0.1270001270001905,,,,
41,Picozoa,,,,,,,,,,,,,0.1550966886102647,0.12363908849478654,0.03845442846268641,0.03335451753206104,0.10660035817780522,0.11768778828946261,0.021147746721890678,0.023030381278747007,0.11847967401660174,0.11180981017177344,0.2338421688774671,0.18298126367784998,0.17174563293048872,0.3229304936366429,0.27637740228066177,,,,,0.023733961816963477,0.015810400181708296,0.10521459357478415,0.01095007199696007,0.01708865003595649,0.05925568289249715,0.039288374204857195,0.11819362185329038,0.14675987714106856,0.045660536426394414,,,0.038404768632128425,,,,,,,,,,
42,Placozoa,,,,,0.053149400345273386,,,0.048795003647426664,0.18301044496560073,,,,,,,0.021835657337057335,,,,,0.010555008273018727,0.015145431776004767,,,,,0.035680169210035695,,,,,0.011866980908481739,0.015810400181708296,,,,,,,,,,,,,,,,,,,,,
43,Platyhelminthes,0.37220833255202485,0.25264557631995566,,0.10303257374565544,0.09205746178983233,0.05852057359806528,0.3791185656890901,0.06900655593423542,,,,,0.04786387724118254,,,,,,0.024419314525275217,0.00814246938775686,,,,0.01494035761667992,0.021060800786885447,,0.0252296896022997,0.061360086709227,,0.03926856307863329,0.05741692517632146,0.09493584726785391,0.08873565094161137,0.1163191097857657,0.01896608104527204,0.010807811250228158,0.026499947000159,0.015410168209838634,,,0.034516121175441575,0.10130534080806271,0.22360679774997896,0.23674289353667619,0.10129391775555889,0.24006748791515706,0.14762034939153687,0.9878414932113196,0.04116934847963091,0.08032193289024989,0.10672170182343944,,0.05970814340265321,0.19611613513818404
44,Porifera,0.05018856132284956,,,0.10303257374565544,0.10629880069054677,,,0.048795003647426664,,0.09667364890456635,,,0.03384487217112064,,,0.01782873955801673,0.04181210050035454,0.02631578947368421,0.024419314525275217,0.014103170678669133,0.023601716001542532,0.030290863552009533,0.026144349280800106,0.042257712736425826,0.055721641293972335,0.02374232208416312,0.035680169210035695,,,0.05553413448070657,,0.06390564795529291,0.07745482614878355,0.1214913478461574,0.05017953379128578,0.04648615389963262,0.07495316889958614,0.03774704896456314,,0.05547001962252291,0.027287389727190907,0.01061968526480383,,,0.010618487803530948,0.03946685189819292,0.04920678313051229,,0.04116934847963091,,0.09545479198066953,,0.15222649416526252,
45,Priapulida,0.07097734409876762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05661385170722979
