,class,EMOBON00001,EMOBON00084,EMOBON00086,EMOBON00088,EMOBON00091,EMOBON00092,EMOBON00093,EMOBON00094,EMOBON00095,EMOBON00097,EMOBON00098,EMOBON00099,EMOBON00120,EMOBON00121,EMOBON00122,EMOBON00123,EMOBON00124,EMOBON00125,EMOBON00126,EMOBON00129,EMOBON00130,EMOBON00131,EMOBON00135,EMOBON00136,EMOBON00137,EMOBON00138,EMOBON00139,EMOBON00140,EMOBON00141,EMOBON00142,EMOBON00143,EMOBON00144,EMOBON00145,EMOBON00147,EMOBON00148,EMOBON00149,EMOBON00153,EMOBON00155,EMOBON00156,EMOBON00157,EMOBON00158,EMOBON00193,EMOBON00194,EMOBON00195,EMOBON00224,EMOBON00225,EMOBON00226,EMOBON00227,EMOBON00236,EMOBON00237,EMOBON00238,EMOBON00241,EMOBON00242,EMOBON00243
23,Chlamydiia,0.07078656153679073,0.06509445549041193,0.04822615148394569,0.09516292574780656,0.07333393373057019,0.060611626667568974,0.05046259143869277,0.12132600710482482,0.1278464904150337,0.10179731971185751,0.10269246397182352,,,0.01417705417979585,0.021058465757133066,0.04795551790950203,0.01844870524611693,0.02400537780701063,0.05745640055064874,0.04528334128517262,0.08283968988246064,0.08182468435598808,0.07661352606202426,0.07324030836037572,0.06905115542568034,0.06901805990296321,0.06615491555009642,0.29823667586444397,0.04016200014065501,0.3700110234092777,0.5571833051386964,0.05972972908117287,0.03974458502305094,0.03044234457971776,0.024296476537493124,0.024366097530909837,0.032575037287693794,0.08381280362318831,0.054793334164131416,0.05292561240249632,0.0414975734234939,0.046639727049125244,0.0848108650570456,0.06859943405700353,0.046621620861460066,0.036107907233705945,0.054241238548612916,0.05978990863391463,0.12532679794330706,0.11802441529384583,0.11161331078248625,0.11045435901752307,0.07998815078124287,0.046278610591960596
24,Chlorobia,,,,,0.016823958224413904,0.019167079295731936,0.011283778477771594,0.0282842712474619,,,,,,,,,,,,,,0.009264821092241589,,,,,0.006934919484578511,0.01395092326777534,,,0.016185977040758175,0.009819506972968168,,0.010147448193239254,,,,,,,,,0.0194569468472593,0.021004201260420147,,,0.008917204687580272,0.012604819491769116,0.02088779965721784,0.014006921128979034,0.022030850102822484,0.04313979814072881,0.01885338794399629,0.013359484141495157
25,Chloroflexia,,,,,,,,,,,0.022962733021794544,,,,,,,,,,,,,,,,,0.031195212775629165,,,,,,,,,,,,,0.011294208939026683,,,,,,,,0.02088779965721784,,0.012719517237340857,,,
26,Chrysiogenetes,,,0.008804850343139431,,,0.01564985471133573,,0.021908902300206645,0.017238817250844786,0.023353906807751994,0.022962733021794544,,,,,,,,,,,,,,,,,0.01395092326777534,,,,,,0.007175329429178656,0.01487849251609039,,,,,,,0.012464991373605704,0.0194569468472593,0.024253562503633298,0.012460152291404009,,,0.012604819491769116,,0.02801384225795807,0.0179881137838858,0.020336295869552105,0.021770017209205406,0.013359484141495157
27,Chthonomonadetes,,,,,,,,,,,,,,,,,,,,,,,,,0.012713348204286684,,,,,,,,,,,0.0062912993299519635,,,,,,,,,,,,,,,,,,
28,Clostridia,0.12260592107482242,0.1209872078709685,0.06287920854956121,0.15715639954761812,0.13139931426969578,0.12665751413882864,0.07776807632269503,0.30983866769659335,0.32112358464021956,0.297246705677282,0.26975103499443603,0.12494025332248497,0.02114430834340736,0.016774516723399628,0.05158249587084824,0.055374262348357836,0.022172584243598695,0.02400537780701063,0.023456477301009304,0.048911598804451846,0.054082931114696677,0.05481142075784537,0.03403645213800529,0.04617253399220877,0.050853392817146736,0.030865814723635657,0.03861199756533178,0.19974682301550595,0.08428524956722987,0.224052801209015,0.33758531655319163,0.09819506972968169,0.1006391025085482,0.039950543487346404,0.05632906354836842,0.06568309334400207,0.0413473488163554,0.12867770916099738,0.04982648877689174,0.05292561240249632,0.06288349403706904,0.15568769235644184,0.14297877518471744,0.14297264238513688,0.15412357202622196,0.1460636765448003,0.09049974343798421,0.09844678735045162,0.30580005025964535,0.2575141117600014,0.2652865651643329,0.24403555043462524,0.1260030842923491,0.1349241760610002
29,Coprothermobacteria,0.02184520715484915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012126781251816649,,,,,,,,,0.010885008604602703,
30,Coriobacteriia,0.026754805427388343,,0.008804850343139431,0.01656573904806429,0.023792669893764516,0.05421268698220931,0.04296734833176945,0.05366563145999496,0.06215543952627404,0.05476976627226382,0.048711312702861546,0.10017506180346071,,,,,,,,,,0.009264821092241589,0.015221564138699576,,,,0.006934919484578511,0.02416370791228172,0.004142394023732023,0.013789496679456848,0.05118455360398787,0.01388687993698876,,,,0.0062912993299519635,0.0076780099211776415,0.027434179772123535,0.010745856927604472,0.015121603543570375,0.01383252447449797,0.0431799967499857,0.013758139056883268,0.0320844473959874,0.03940246123340274,0.059630246248281366,0.028198677174683842,0.03451971984461374,0.05526392332833861,0.052409099908204394,0.06849669659026866,0.05569323991926412,0.030787453590353963,0.03778632731842147
31,Cytophagia,0.1929316456670218,0.1545409226200384,0.11910980770033217,0.19670725238131725,0.19034135915011613,0.12762070302389614,0.039088155249705214,0.14696938456699069,0.14423029298507878,0.15578998960697008,0.13967685201821345,0.546791154884178,0.10180455995630992,0.0973995607702423,0.055715463385943596,0.07325326360370117,0.12825941831879226,0.11732931109882488,0.08618460082597311,0.06917144638660747,0.09062227841448915,0.09030230582752713,0.15498113929516014,0.07997317478870664,0.08762070572509317,0.09613103364664241,0.0995348195410172,0.07249112373684516,0.04848547895974172,0.12021404501608418,0.11096546796145945,0.18682886185909744,0.16807003787829147,0.06337079365563059,0.07635049361236913,0.06862997321744654,0.06142407936942113,0.06530641044613274,0.06753666355238115,0.06504047612052838,0.07865506369320366,0.1415750870837957,0.18200307223778928,0.16269784336399212,0.14261296140734356,0.1460636765448003,0.09808925156338298,0.08957407246639047,0.15254292065209185,0.1572272997246132,0.1536905115407182,0.1633246397983493,0.19743617362081456,0.20216567954193185
32,Deferribacteres,0.037837008694065886,,0.008804850343139431,,0.023792669893764516,0.011066118390969736,,0.03346640106136302,0.017238817250844786,,,,,0.006340171373344209,,,0.00614956841537231,0.012651944993835252,,,,0.009264821092241589,,,,0.011954278639176459,,,,0.027578993358913697,0.0280349346047365,,0.009639477770375339,,,,,,0.01699069165076462,0.018520106387204697,,0.02158999837499285,0.013758139056883268,0.012126781251816649,0.021581616838757513,0.010886943659923836,0.01993947585070926,0.008912953338262313,0.031906641010091136,0.024260699053001704,0.02844170518367448,0.024906774069335894,0.026662716927080953,0.026718968282990314
33,Dehalococcoidia,0.07078656153679073,0.048075441484815705,0.026414551029418296,0.05972862155375182,0.08068486919954049,0.05533059195484868,0.007978836279039113,0.1584929020492716,0.16171444022815679,0.1331377531112714,0.12041758785713519,,0.04597257316418174,0.04869978038512115,0.04211693151426613,0.027687131174178918,0.13901289492820854,0.14156616247643544,0.04975870248687602,0.026144349280800106,0.0212130708543179,0.020716769761626043,0.030443128277399152,0.05178871869781546,0.039185170847562664,0.06797490577401301,0.06085367150660817,0.052199575097188054,0.017079528102774483,0.08829586041022994,0.08865424740483968,,0.016696065256720845,0.028701317716714626,0.017180203318601237,0.018873897989855892,0.03839004960588821,0.037704673650882925,0.050402536686043796,0.05504346774966301,0.02766504894899594,0.02158999837499285,0.06598171699112071,0.05940885257860046,0.021581616838757513,0.046189390129968214,0.030890103160760775,0.03885066288997892,0.14421156328622425,0.13723923853362846,0.13157170936929485,0.16205361160914183,0.07998815078124287,0.046278610591960596
34,Deinococci,0.02184520715484915,0.055512738165336896,0.029202384923425487,0.01656573904806429,0.016823958224413904,0.01564985471133573,0.011283778477771594,0.03794733192202055,,,0.022962733021794544,,0.011042254899674572,,,,,,,,,,,0.011727835361862253,0.008989694726836932,,0.013869838969157023,0.031195212775629165,0.010146751671697927,0.03377723067447225,0.04578085650259949,0.0404868644410369,0.04622931135943826,0.017575895837863394,0.024296476537493124,0.028135545937142938,0.010858345762564598,0.009144726590707844,,,0.021129530152238733,0.02158999837499285,0.027516278113766536,0.02711630722733202,0.021581616838757513,0.02434394609080005,0.02184260141652595,0.017825906676524627,0.012059576754873694,0.024260699053001704,0.012719517237340857,0.014379932713576269,0.034421419541075714,0.023139305295980298
35,Deltaproteobacteria,0.8526629584630191,0.6420066769041599,0.2901595648392099,0.7584141985730133,0.7364206085963071,0.6994452159323271,0.31985083740223524,0.8053818969904899,0.8085722011407839,0.7703249963135427,0.7546324114803383,0.2401284566495521,0.18499210175286215,0.1836462130929747,0.2955696518060272,0.3419108479999852,0.18023586675881442,0.1873171623163388,0.3767668144385507,0.37387333598455336,0.26324728633136557,0.29047836821944845,0.15964511151657587,0.21925093325934528,0.22901677388749522,0.10306594239551158,0.10286147877932278,0.4210775995957001,0.12734072284316195,0.4879222005384515,0.40400146815567556,0.26201712661737475,0.24632591051424305,0.08787947918931696,0.12117829614624366,0.11769943305160356,0.07483598367912135,0.2317065119431671,0.10335034253712184,0.09973382514076168,0.1821136470591412,0.6840998040867449,0.8452022462253741,0.8396427811873333,0.6839477359503184,0.7673557805344531,0.5862341541232137,0.6092184536316287,0.8101486875072327,0.8317328165489125,0.8512579079725363,0.8446298027669189,0.8272606539498054,0.8415414665829504
36,Dictyoglomia,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006934919484578511,,,,0.016185977040758175,,,,,,,,,,,,,,,,,,,,,,,
