,class,EMOBON00001,EMOBON00084,EMOBON00086,EMOBON00088,EMOBON00091,EMOBON00092,EMOBON00093,EMOBON00094,EMOBON00095,EMOBON00097,EMOBON00098,EMOBON00099,EMOBON00120,EMOBON00121,EMOBON00122,EMOBON00123,EMOBON00124,EMOBON00125,EMOBON00126,EMOBON00129,EMOBON00130,EMOBON00131,EMOBON00135,EMOBON00136,EMOBON00137,EMOBON00138,EMOBON00139,EMOBON00140,EMOBON00141,EMOBON00142,EMOBON00143,EMOBON00144,EMOBON00145,EMOBON00147,EMOBON00148,EMOBON00149,EMOBON00153,EMOBON00155,EMOBON00156,EMOBON00157,EMOBON00158,EMOBON00193,EMOBON00194,EMOBON00195,EMOBON00224,EMOBON00225,EMOBON00226,EMOBON00227,EMOBON00236,EMOBON00237,EMOBON00238,EMOBON00241,EMOBON00242,EMOBON00243
54,Elardia,,0.06900655593423542,,,,,,0.05447347107028433,,,,,,,,,,,0.022013050269502923,,,0.014094296205853604,,,0.019034674690672024,,,,,0.04271788288583805,0.1488508418407208,,,,0.02111472177657533,,,,,,0.03479445003196105,,,,,,,,,0.05447347107028433,,,,
55,Enopla,,,,,0.06992836012750656,0.11909826683508273,0.18428853505018536,0.10894694214056866,0.10660035817780522,,,,,,0.014365088141937361,,,,,0.018650744897650437,0.01435324552810083,,,,0.026919095102908276,,,0.056033181468052584,,0.04271788288583805,0.09414153837003363,0.019067518452927635,0.02567269296894028,,,,,0.025615775978927998,,,0.020088585092257694,,,0.07499531293940735,,0.04916711622915971,,0.06884283908215143,0.16076358548345154,0.13343220864045766,,0.10675210253672476,0.7320905550085318,
56,Enoplea,,,,,,,,0.05447347107028433,,,0.07035975447302918,,,,,,,,,,,,,,,,,,,0.04271788288583805,,,,,,,,,,,,,0.06752237049095156,,,,,0.06884283908215143,,,,,,
57,Enteropneusta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06656812017278434,,,,,,,,,,,,0.08717100546930083,0.09486240109024979,,,,,0.0772283284276542,,0.27641362915388684,0.2773500981126146,,
58,Entomophthoromycetes,,,,,,,,,,,,,,,,,,,,,,0.014094296205853604,,,,,,,,,,0.013482771598464758,,,,,,,,,,,,,,,,,,,,,,
59,Eumycetozoa,,,,,,,,,,,,,0.04607756775840914,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014204774743178402,,,,,,,,,,,,,
60,Eurotiomycetes,,,,,,,,0.05447347107028433,0.1685499656158105,,0.12186666955535813,0.4416496366834139,,0.04714045207910317,0.014365088141937361,,,,0.012709240498782278,0.016681733368861494,0.032094832698578324,0.024412037125463696,,0.1712437579807349,0.16374246304150475,0.03163859985841663,0.08075728530872482,0.04852615860619696,,,0.03843312210120439,0.04471729452616792,0.04446640858932085,,0.014930362951083683,0.01768503983206007,0.04040610178208843,0.012807887989463999,,,0.04017717018451539,,,,,,,0.06884283908215143,0.08917559241354196,,0.04740454631399772,,0.03683547343418786,0.052199575097188054
61,Eustigmatophyceae,,,,,,,,,,,,,0.10303257374565544,0.08164965809277261,,,,0.0659380473395787,,0.008340866684430747,0.032094832698578324,,,0.033370432213299994,0.03806934938134405,0.03163859985841663,0.03296902366978935,0.028016590734026292,,,,0.019067518452927635,0.022233204294660424,,0.02111472177657533,0.01768503983206007,0.04040610178208843,0.012807887989463999,0.08146881698903526,,,,0.038984058779272523,0.033538923545276884,,,,,,,,,0.052093226107062324,
62,Eutardigrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,0.0675429033697874,,,,,,,,,,,,,,,,,,,,,,,0.03683547343418786,0.052199575097188054
63,Exobasidiomycetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01283634648447014,,,,,,,,,,,,,,,,,,,,,
64,Filasterea,,,,,,,,,,,,,,,,,,,,,,0.014094296205853604,,,,0.03163859985841663,,,,,,,0.01815333528965787,,,,,,,,,,,,,,,,,,,,,
65,Flabellinia,,,,,,,,,,,,,,0.06666666666666667,,,0.04522156316461346,,,,0.01435324552810083,0.019932344846421823,0.05022019609518254,,0.026919095102908276,,,,,0.052318507981136686,,,0.01283634648447014,,,0.010210462507669136,,,,,,,,,,,,,,,,,,
66,Florideophyceae,0.048795003647426664,,,,0.06992836012750656,,,,,,,,,,0.032121313588148084,0.022332781224177665,,,0.012709240498782278,0.008340866684430747,0.024860550508181416,0.02818859241170721,,0.01926642802132291,0.05036101551853349,0.06327719971683327,,0.04852615860619696,,0.06041220933301769,0.03843312210120439,0.2828170030065411,0.26462806201248157,,0.07002960968564675,0.07503126954482327,,0.012807887989463999,,,0.031762841930819026,,0.038984058779272523,0.033538923545276884,,0.04014478229518501,,,,,0.082107082725596,,,0.09041231620183683
67,Gastropoda,0.08451542547285165,0.06900655593423542,,0.08638684255813601,0.049446817643414874,0.19750213213679887,0.15047095877265573,0.15407424315426907,0.10660035817780522,0.12649110640673517,0.07035975447302918,,,,0.18227253476436414,0.11817397040717348,,,0.1143831644890405,0.17476056489903302,,0.019932344846421823,,,,0.06327719971683327,,0.08859623899229176,0.20203050891044214,0.04271788288583805,0.03843312210120439,0.06323980439153884,0.06288499809704103,0.07173421497882156,0.05782504706237933,0.04331932366934308,0.08081220356417686,0.028639308192644614,,,0.024603391565256146,0.030845984923781787,0.06752237049095156,0.1161822392231753,0.03271905343548022,0.09833423245831942,0.055131784641997125,0.06884283908215143,0.24011263096038843,0.12180638428352399,0.11611694995742754,0.16012815380508713,0.09022811434760541,0.10439915019437611
68,Geminibasidiomycetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05423261445466404,,,,,,,,,,,,,,
69,Glaucocystophyceae,0.048795003647426664,,0.2030692330267238,0.04319342127906801,,,0.07523547938632787,0.05447347107028433,,,0.07035975447302918,,0.07980868844676221,0.08164965809277261,,0.04466556244835533,0.10111848928487621,0.05383819020581655,0.022013050269502923,0.020430867389435052,0.06883574736551328,0.054586974481785386,0.07940510210053552,0.07461855486748754,0.06863049560899463,0.1095993248702382,0.05710402407201607,0.04852615860619696,0.14285714285714285,0.07991784102357004,0.06656812017278434,0.0301483938192707,0.02567269296894028,0.05857074126574227,0.04721395321841757,0.022831288248861156,0.04948716593053935,0.01811308890005546,0.09407208683835973,0.10846522890932808,,,,0.047431200545124896,,,0.055131784641997125,,,0.05447347107028433,,,,
70,Glomeromycetes,0.048795003647426664,,,,,,0.04343722427630694,0.05447347107028433,,,,,,,,,,,,,0.01435324552810083,0.019932344846421823,,,,,0.05710402407201607,,,,,,,,,0.022831288248861156,,0.012807887989463999,,0.05423261445466404,,0.010905702555992056,,,0.010906351145160073,,,,,,,,,
71,Gnetopsida,,,,,,,,,,,,,,,,0.015791661046371634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Gordioida,,,,,0.049446817643414874,,,,,,,,,,,,,,,,,,,,,,,,,0.030206104666508846,,,,,,,,,,,,,,0.047431200545124896,,,,,,,,,0.03683547343418786,
73,Gymnolaemata,0.06900655593423542,,,0.04319342127906801,0.049446817643414874,,,,,,,,,,,,,,,,0.035158127696731496,0.039864689692843645,,0.07461855486748754,0.10072203103706698,,0.0659380473395787,,,,,0.18089036291562421,0.18601633295108114,0.2928537063287114,0.06334416532972599,0.07074015932824028,0.05714285714285714,0.028639308192644614,,0.05423261445466404,,,,,,,,,,,,,,
74,Haptophyta,,,,,,,,,,,0.09950371902099892,,0.45381141270519654,0.40276819911981904,0.25128641376254823,0.23155120405592933,0.4169222120244322,0.4357236193549394,0.23400193414787385,0.1773292581201589,0.28345388743864336,0.28815856668686046,0.37074615469779726,0.32922486634614717,0.2784532849223689,0.3579498961141463,0.3145044411105523,0.028016590734026292,,0.04271788288583805,0.03843312210120439,0.1489220798173222,0.15296272203334507,0.19862304731025812,0.2989802850996835,0.29873237888645854,0.38225966172170434,0.18910619993972447,0.5300692891758904,0.5891169862849074,0.20924939840884435,,,,,,,,0.04458779620677098,,,,,
75,Harpellomycetes,,,,,,,,,,,,,,,,,,,,,0.02029855448991117,0.034523833987986266,,0.027246843806239894,,,,,,,,0.013482771598464758,0.022233204294660424,,0.02111472177657533,,,,,,,,,,,,,,,0.05447347107028433,,,,
76,Heterotardigrada,,,,,,,0.06142951168339512,,,,,,,,,,,,,,,,,,,,,,0.20203050891044214,0.06041220933301769,,,,,,,,,,,,,,,,0.04916711622915971,0.07796811755854505,,,,,,0.052093226107062324,
77,Heterotrichea,,,,,0.049446817643414874,,0.04343722427630694,,,,,,,,,,,,,,,,,,,,,,,,,,0.01283634648447014,,,,,0.03137279025690793,,,0.024603391565256146,,,,,,,,,,,,,
78,Hexanauplia,0.3415650255319866,0.45773770821706344,,0.22024409796080158,0.2753082291303601,,,0.10894694214056866,0.15075567228888181,,0.15732919388188815,,0.13032704249021493,0.15634719199411432,1.0,1.0,0.11964501003116625,,1.0,1.0,0.28417976285875635,0.29294444550556437,0.07940510210053552,0.37209653017114336,0.46391528462031495,0.03163859985841663,0.14744195615489714,0.2701822165526208,,0.09061831399952655,0.09414153837003363,0.3032874474290721,0.2515399923881641,,0.20634172125277678,0.10107842189513386,,1.0,0.16959086634280354,0.16269784336399212,1.0,0.028853776835596437,0.09549105211188455,0.09486240109024979,0.028855492841238062,0.13906560518810396,0.055131784641997125,0.17551548992550906,0.1544566568553084,0.15407424315426907,0.14990633779917228,0.2971852760805762,0.38280546905320206,0.2661666520218139
79,Homoscleromorpha,,,,,,,,,,,,,,,,,,,,,,0.019932344846421823,,,,,,,,,,,0.022233204294660424,,,,,,,,,,,,,,,,,,,,,
80,Hydrozoa,,0.20701966780270625,,,0.06992836012750656,,,0.05447347107028433,0.07537783614444091,,,,0.09215513551681828,,0.09528721489437968,0.2205185455413689,0.07832604499879574,0.0761386987626881,0.07189432112335718,0.05141655538640232,0.20196806708885787,0.20521605038136742,0.12301385521570944,0.07461855486748754,0.08297022339981068,0.0707460599963348,0.09325048082403138,0.07924288517503274,,0.06041220933301769,0.07686624420240878,0.17988260932006042,0.1750644256806694,0.15496361549386253,0.05383218918142007,0.06457663497597783,0.04040610178208843,0.1079211824772903,0.06651901052377393,0.1533929977694741,0.3562539381428536,,0.11026356928399425,0.07499531293940735,,,,,,,,,0.052093226107062324,0.052199575097188054
81,Hyphochytriomycetes,0.048795003647426664,,,0.06108472217815261,0.08564440043098774,,,0.09435081955836586,,0.15491933384829668,0.07035975447302918,,0.18431027103363656,0.18257418583505536,0.024881062517040708,0.04178080791732538,0.20223697856975242,0.19781414201873612,0.04755362359255524,0.03538730036120362,0.0941205251747338,0.07972937938568729,0.15881020420107103,0.11719310646079066,0.11578340598483565,0.20258588559186702,0.22841609628806428,0.04852615860619696,,0.10018231555701317,0.10168448318756702,0.04471729452616792,0.05595233713007893,0.08283153665625823,0.06841951837650524,0.03954495124927778,0.0989743318610787,0.052808275021639886,0.11521430589638529,0.14348601079588785,0.04711190805463975,0.010905702555992056,0.07796811755854505,,0.010906351145160073,,,,0.10921734946179222,,0.105999788000636,0.05337605126836238,0.063800911508867,
82,Ichthyosporea,0.048795003647426664,,,0.06108472217815261,0.049446817643414874,,,,0.07537783614444091,0.08944271909999159,,,,0.04714045207910317,,0.015791661046371634,0.10111848928487621,0.05383819020581655,0.0336254897122884,0.008340866684430747,0.045388947684424946,0.02818859241170721,,0.03853285604264582,0.03296902366978935,0.04474373701426829,,0.08859623899229176,0.14285714285714285,0.052318507981136686,0.10168448318756702,0.019067518452927635,0.04628210543937901,,0.036571770904709464,0.02887954911289539,,0.01811308890005546,0.047036043419179864,0.05423261445466404,0.020088585092257694,0.010905702555992056,,0.033538923545276884,0.010906351145160073,0.028386647790182976,,,0.04458779620677098,,0.06704015231539909,0.07548513560963972,,
83,Ichthyostraca,,,,,,,,,,,,,,,,0.015791661046371634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Insecta,0.21821789023599236,0.20701966780270625,,0.326103179349864,0.3496418006375328,0.5457768229098153,0.18428853505018536,,0.10660035817780522,0.08944271909999159,,0.07831054869930709,0.06516352124510746,0.11547005383792516,0.1414797104202085,0.16562433832738485,,,0.09076213140319186,0.1045107600032128,0.1361668430532748,0.16436632633606602,0.10653312363426524,0.124860724190733,0.15463842820677165,0.10493336462255945,0.09890707100936806,0.10850778933039286,,0.052318507981136686,0.10168448318756702,0.12209168955363904,0.11972946931743704,,0.07314354180941893,0.07291728722083929,,0.08591792457793383,0.047036043419179864,0.05423261445466404,0.1650445680508731,0.06810609063329869,0.25859099155201465,0.20674780994701072,0.06723126372052149,0.24419117753213077,0.5288055014451557,0.46691485163034363,0.0772283284276542,0.05447347107028433,0.04740454631399772,0.05337605126836238,0.3294664903289268,0.23344359662783537
85,Jungermanniopsida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014439774556447694,,,,,,,,,,,,,,,,,,
86,Kickxellomycetes,,0.09759000729485333,,0.04319342127906801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01283634648447014,0.04141576832812911,,,,,,,,,0.08717100546930083,,,,,,,0.07703712157713453,,,,
87,Klebsormidiophyceae,,,,,,,,,,,,,,,,,,,0.022013050269502923,,,,,,0.03296902366978935,,0.03296902366978935,,,,,,0.01283634648447014,,0.014930362951083683,,,,,,,,,,,,,,,,,,,
88,Lecanoromycetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010210462507669136,,0.012807887989463999,,,,,,,,,,,,,,,,
89,Leotiomycetes,,,,,,,,,,,0.07035975447302918,,,,0.014365088141937361,,,0.03806934938134405,,,,0.034523833987986266,0.06150692760785472,,,,,,,,,,,,0.04721395321841757,0.051052312538345676,0.04040610178208843,0.022183912735402843,,0.05423261445466404,0.020088585092257694,,,,,,,,,,,,,
90,Lingulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04458779620677098,0.05447347107028433,0.04740454631399772,,,
91,Litostomatea,0.08451542547285165,,,,0.06992836012750656,,,,,,0.07035975447302918,,,,,,,0.03806934938134405,0.028418725697670504,0.027663525218632468,0.0873073840865022,0.07047148102926802,0.10653312363426524,0.05779928406396873,0.04662524041201569,0.06327719971683327,0.03296902366978935,0.06264700137907352,,,,0.06741385799232379,0.07146975250517128,,0.02111472177657533,0.025010423181607754,,0.10943064295158784,0.2618856063178352,0.19553847221876072,0.14204774743178403,,0.08717100546930083,0.07499531293940735,,0.028386647790182976,0.07796811755854505,0.04867923835112355,0.06305666611194316,,,0.05337605126836238,0.052093226107062324,0.07382134705255622
92,Lycopodiopsida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020088585092257694,,,,,,,,0.04458779620677098,,,,,
93,Magnoliopsida,0.08451542547285165,,,0.07481320020807247,0.17128880086197548,0.27288841145490766,0.28812994971805395,0.2245998750168102,0.2820380374088831,0.25298221281347033,0.09950371902099892,0.6272733137070481,0.10303257374565544,,0.04309526442581208,0.05237501450728586,0.06395294793910794,0.0659380473395787,0.044026100539005845,0.03912213254724018,0.0673226890296193,0.08456577723512163,0.11777679961313363,0.10375289013961819,0.08928053815224023,0.1095993248702382,0.10934588121703732,0.11206636293610517,0.20203050891044214,0.10018231555701317,0.1630579275595932,0.14268824253369025,0.14178208106267523,0.1309681589627518,0.08040246512192072,0.06537885995825563,0.0989743318610787,0.06007431967583516,0.047036043419179864,0.10846522890932808,0.08983888367615418,0.026713406548746828,0.17434201093860166,0.08873565094161137,0.026714995261261167,0.11704114719613055,0.1653953539259914,0.1947169534044942,0.14099899186081227,0.09435081955836586,0.105999788000636,0.1307440900921227,0.127601823017734,0.12786232377820236
94,Malacostraca,,0.11952286093343936,,0.10580184237878974,,,,0.10894694214056866,0.10660035817780522,0.08944271909999159,0.09950371902099892,,0.06516352124510746,0.11547005383792516,0.2311842147451638,0.19469267296878603,,,0.07936918147605918,0.08983388345999424,0.02870649105620166,0.04228288861756081,,0.03853285604264582,0.026919095102908276,,,0.11206636293610517,0.14285714285714285,0.06041220933301769,0.0543526425198644,0.09815605884889379,0.09519689337796318,0.09260847332207951,0.036571770904709464,0.02887954911289539,0.02857142857142857,0.09669743378594596,,,0.16320043678429894,0.01888923091921201,,0.05809111961158765,0.018890354308604255,0.028386647790182976,0.07796811755854505,0.04867923835112355,0.12611333222388632,,,0.07548513560963972,0.09745750213218744,0.09041231620183683
95,Malasseziomycetes,,,,,,,,,,,,0.16522621845244465,,,,,,,,,,,,,,,,0.056033181468052584,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Mamiellophyceae,,,,,0.049446817643414874,0.10314212462587934,,,,,,,0.3290596523080125,0.2943920288775949,0.028730176283874722,0.03158332209274327,0.8026031267949959,0.7967324574131847,0.025418480997564556,0.022067858965747617,0.12179132693946701,0.11876065077803376,0.30132117657109525,0.19362520527757351,0.15463842820677165,0.4014488275747747,0.38164404084571196,0.028016590734026292,,0.06041220933301769,0.06656812017278434,0.05044791194558156,0.054460005868973614,0.5336048479827911,0.10869468297073179,0.09132515299544462,1.0,0.1756129124327803,0.8505594202838672,0.9393364366277243,0.14204774743178403,0.010905702555992056,,,0.010906351145160073,,,0.04867923835112355,,0.05447347107028433,0.082107082725596,0.09245003270420486,,
97,Mammalia,,,,,,0.05954913341754137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012807887989463999,,,,,0.038984058779272523,,,,,,,,,,,
98,Marchantiopsida,,,,,,,,,,,,,,,,,,,,,,,,,0.026919095102908276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Mesostigmatophyceae,,,,,,,,,,,,,,,,0.015791661046371634,,,,,,,,,,,,,,,,,,,0.014930362951083683,0.014439774556447694,,,,,,,,,,,,,,,,,,
100,Microbotryomycetes,,,,,,,,,,,,,,,,,,,,,0.01435324552810083,,,0.01926642802132291,0.04662524041201569,,,0.028016590734026292,,,,0.02335284543538761,0.02567269296894028,,0.029860725902167366,0.03228831748798892,,0.012807887989463999,,,0.03758230140014144,,,,,,,0.12879315868911084,,0.05447347107028433,,,,0.09041231620183683
101,Mixiomycetes,,,,,,,,,,,,,,,,,0.04522156316461346,,,,,0.014094296205853604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Monoblepharidomycetes,,,,,,,,0.05447347107028433,,,,,0.07980868844676221,0.04714045207910317,,,,,0.022013050269502923,,0.01435324552810083,0.014094296205853604,,0.027246843806239894,,,,0.028016590734026292,,0.030206104666508846,,0.02335284543538761,0.022233204294660424,,,0.010210462507669136,,0.022183912735402843,0.047036043419179864,,,,0.06752237049095156,,,,,,,,,,,0.052199575097188054
103,Monogononta,,,,0.04319342127906801,,,,,,,,,,,,,,,,,0.04059710897982234,0.05273602751001207,,,,,,,,,0.06656812017278434,0.019067518452927635,0.02567269296894028,,,,,0.03137279025690793,,,,,0.055131784641997125,,,,,,0.04458779620677098,,,,,
104,Monoplacophora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019067518452927635,,,,,,,,,,,,,,,,,,,,,,
105,Mortierellomycetes,,,,,,,,0.05447347107028433,,,0.09950371902099892,,,,,,,,,,0.02029855448991117,,,0.027246843806239894,,0.03163859985841663,,0.03962144258751637,,,,0.013482771598464758,,,,,,,,,,,,,,,,,0.04458779620677098,,,,,0.052199575097188054
106,Mucoromycetes,,,,,,,,0.07703712157713453,,,,,,,,,,,0.012709240498782278,0.008340866684430747,,0.014094296205853604,,,0.026919095102908276,0.04474373701426829,,,,0.04271788288583805,,0.013482771598464758,0.01283634648447014,,,,,0.022183912735402843,,,,,,,,,,,,0.07703712157713453,0.06704015231539909,,0.03683547343418786,0.07382134705255622
107,Mystacocarida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019067518452927635,,,,,,,,,,,,,,,,,,,,,,
108,Myxozoa,0.048795003647426664,,,0.06108472217815261,,0.05954913341754137,,0.07703712157713453,0.10660035817780522,,0.07035975447302918,,,,,,,,,0.011795766787067874,,0.014094296205853604,,,0.03296902366978935,,,0.028016590734026292,,,,0.0301483938192707,0.03396178054056622,,,0.010210462507669136,,,,,0.028409549486356805,,0.038984058779272523,,,0.028386647790182976,,0.04867923835112355,,,,,,0.052199575097188054
109,Neocallimastigomycetes,,,,,,,,,,,0.07035975447302918,,,,,,,,,,0.01435324552810083,,,0.027246843806239894,,,,,,,,,,,,,,0.022183912735402843,,,,,,,,,,,,,,,,
110,Neolectomycetes,,,,0.04319342127906801,,,,,,,,,,,,,,,,,,0.014094296205853604,,,,,,,,,,,0.01283634648447014,,,,,,,,,,,,,,,,,0.07703712157713453,,,,
111,Nephroselmidophyceae,,,,,,,,,,,,,,,,,,0.05383819020581655,,0.011795766787067874,0.02029855448991117,0.031515804411306025,,,0.019034674690672024,0.03163859985841663,,,,,,0.013482771598464758,,,,0.022831288248861156,0.04040610178208843,,,,,0.010905702555992056,,,0.010906351145160073,,,,,,,,,
112,Nuda,,,,,,,,,,,,,,,,,,,,,0.07991548894230917,0.07047148102926802,0.13287014966075003,0.01926642802132291,,,,,,,,,,,,0.014439774556447694,,,,,,,,,,,,,,,,,,
113,Oligohymenophorea,0.12909944487358055,0.06900655593423542,,,,,,,,,0.07035975447302918,,0.09215513551681828,,0.014365088141937361,0.02735195926822197,,,0.022013050269502923,0.014446804876592622,0.047604329940556994,0.039864689692843645,0.0939533838423878,0.05779928406396873,0.06313087395543333,0.08370786705565378,0.0872278375988647,0.03962144258751637,,0.12815364865751414,0.11529936630361318,0.05720255535878291,0.048029210642807414,,0.06841951837650524,0.05775909822579078,0.04948716593053935,0.022183912735402843,0.047036043419179864,0.05423261445466404,0.04261432422953521,,0.055131784641997125,,,0.06347447411219333,0.07796811755854505,0.04867923835112355,,0.05447347107028433,,,0.03683547343418786,
114,Olpidiomycetes,,,,,,,,,,,,,,,,,,,,,0.02029855448991117,,,,,,,,,,,,,,,,,0.012807887989463999,,,,,,,,,,,0.06305666611194316,,,,,
115,Oomycetes,0.08451542547285165,0.09759000729485333,0.2030692330267238,0.04319342127906801,0.14834045293024464,0.11909826683508273,,0.13343220864045766,0.1685499656158105,0.12649110640673517,0.14071950894605836,0.050712041736183565,0.06516352124510746,0.08164965809277261,,0.03868151175459599,,,0.04215178210485013,0.022067858965747617,0.10149277244955585,0.09024752964525905,0.1464157737903536,0.10194835439389331,0.11261065411536271,0.13423121104280486,0.15811388300841897,0.09292051936971298,0.20203050891044214,0.15695552394341006,0.14380357520675624,0.12503408006606695,0.12642335122013174,0.08283153665625823,0.04222944355315066,0.051052312538345676,,0.0405020980630209,0.12444567354358614,0.10846522890932808,0.06026575527677309,,0.08717100546930083,0.09486240109024979,,,,0.04867923835112355,0.1478809902466911,0.12180638428352399,0.06704015231539909,,0.0823666225822317,0.11672179831391769
116,Ophiuroidea,,,,,,,,,,,,,,,0.03800645078508918,0.04466556244835533,,,,,,,,0.01926642802132291,,,,,,,,0.013482771598464758,0.01815333528965787,0.04141576832812911,0.02111472177657533,,,,,,,,,,,,,,,,,,,
117,Ostracoda,0.12909944487358055,,,0.2244396006242174,0.2097850803825197,0.2793101938654641,,0.2555032272003473,0.10660035817780522,,0.12186666955535813,,,,0.024881062517040708,,,,,,,,,,,,,,,,,,0.01283634648447014,0.05857074126574227,,,,,,,,0.07633991789194439,0.309426373877638,0.17747130188322274,0.07634445801612051,0.19666846491663884,,0.23847859005514926,0.04458779620677098,,,,0.1647332451644634,0.11672179831391769
118,Palaeacanthocephala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04141576832812911,,,,,,,,,,,,,,,,,,,,
119,Palaeonemertea,,0.06900655593423542,,,0.049446817643414874,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019067518452927635,,,,0.01768503983206007,,,,,,,,0.05809111961158765,,,,,,,0.04740454631399772,0.05337605126836238,,
120,Palmophyllophyceae,,0.06900655593423542,,0.07481320020807247,,,,,,0.17888543819998318,0.07035975447302918,,,,,,,,0.022013050269502923,0.011795766787067874,0.01435324552810083,0.034523833987986266,,0.033370432213299994,,,0.03296902366978935,0.07412493166611012,,0.06041220933301769,0.0543526425198644,0.02335284543538761,0.02567269296894028,0.04141576832812911,0.02586014720672094,,,,0.06651901052377393,,,,,0.06707784709055377,,,,,,,,,,
121,Pedinophyceae,,,,,,,,,,,,,,,0.02031530247501274,,,,0.012709240498782278,0.008340866684430747,,,,,0.019034674690672024,,0.03296902366978935,,,,,,,,,0.010210462507669136,,,,,0.020088585092257694,,,,,,,,0.04458779620677098,,,,,
122,Pelagophyceae,,,,0.06108472217815261,0.06992836012750656,,,0.05447347107028433,,0.17888543819998318,0.07035975447302918,,0.17845765256206242,0.21081851067789195,0.04063060495002548,0.022332781224177665,0.25977810257349854,0.24963741822833801,0.04019014730700642,0.026376136382618053,0.04059710897982234,0.034523833987986266,0.03551104121142175,0.05449368761247979,0.03296902366978935,0.08370786705565378,0.04662524041201569,0.08404977220207888,,0.09061831399952655,0.0543526425198644,0.02335284543538761,0.02567269296894028,,0.1275650769730091,0.12209937297436849,0.17379321515137772,0.025615775978927998,,0.07669649888473705,0.11452255523602561,,,,,,,,,,,,,
123,Phaeophyceae,,0.09759000729485333,,,0.16399654120033255,,0.04343722427630694,,,,,,0.145710063157312,0.08164965809277261,0.024881062517040708,0.015791661046371634,0.1356646894938404,0.09325048082403138,0.022013050269502923,,0.06883574736551328,0.061435612841644595,0.06150692760785472,0.05449368761247979,0.05383819020581655,0.0949157995752499,0.08075728530872482,0.04852615860619696,,0.030206104666508846,0.08593907360584258,0.3753444760905442,0.3818678241177063,0.47039270481268614,0.1327039686303175,0.1385014520146816,0.14846149779161805,0.052808275021639886,,0.05423261445466404,0.04920678313051229,,,,,,,,0.0772283284276542,,0.04740454631399772,0.07548513560963972,0.063800911508867,0.11672179831391769
124,Phylactolaemata,0.048795003647426664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Physodermatomycetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012807887989463999,,,,,,,,,,,0.08917559241354196,,,,,
126,Picocystophyceae,,,,,,,,,,,,,,,,,,,,,,,,0.01926642802132291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Picomonadea,,,,,,,,,,,,,0.2008474614230534,0.16329931618554522,0.04063060495002548,0.04178080791732538,0.16304866474664742,0.15696394859782387,0.022013050269502923,0.020430867389435052,0.1565754233767344,0.14234541413375637,0.3156290382484226,0.22796345061898482,0.2170286830706078,0.4100831234861637,0.3504655289133608,,,,,0.026965543196929516,0.01283634648447014,0.12424730498438734,,0.020420925015338272,0.06388765649999399,0.04247895881795148,0.1629376339780705,0.20291986247835694,0.04491944183807709,,,0.033538923545276884,,,,,,,,,,
128,Pilidiophora,0.048795003647426664,0.2581988897471611,0.2270383045932499,0.04319342127906801,0.049446817643414874,,,,,0.5865151319446071,,,,,,0.015791661046371634,,,,,0.04305973658430249,0.04882407425092739,0.07940510210053552,,,,,0.028016590734026292,,,,,,,,,,,,,,0.010905702555992056,,,0.010906351145160073,0.028386647790182976,,0.04867923835112355,,,0.04740454631399772,,,
129,Pinguiophyceae,,,,0.04319342127906801,,,,,,,,,0.09215513551681828,0.06666666666666667,0.02031530247501274,,,,0.017973580280839296,0.014446804876592622,0.01435324552810083,,,0.027246843806239894,0.019034674690672024,0.03163859985841663,0.03296902366978935,0.03962144258751637,,,,,0.01815333528965787,,0.04951841189256795,0.04679021732190244,0.04040610178208843,,,0.07669649888473705,0.014204774743178402,,,,,,,,0.06305666611194316,,,,0.063800911508867,
