,family,EMOBON00001,EMOBON00084,EMOBON00086,EMOBON00088,EMOBON00091,EMOBON00092,EMOBON00093,EMOBON00094,EMOBON00095,EMOBON00097,EMOBON00098,EMOBON00099,EMOBON00120,EMOBON00121,EMOBON00122,EMOBON00123,EMOBON00124,EMOBON00125,EMOBON00126,EMOBON00129,EMOBON00130,EMOBON00131,EMOBON00135,EMOBON00136,EMOBON00137,EMOBON00138,EMOBON00139,EMOBON00140,EMOBON00141,EMOBON00142,EMOBON00143,EMOBON00144,EMOBON00145,EMOBON00147,EMOBON00148,EMOBON00149,EMOBON00153,EMOBON00155,EMOBON00156,EMOBON00157,EMOBON00158,EMOBON00193,EMOBON00194,EMOBON00195,EMOBON00224,EMOBON00225,EMOBON00226,EMOBON00227,EMOBON00236,EMOBON00237,EMOBON00238,EMOBON00241,EMOBON00242,EMOBON00243
26,Archangiaceae,,,,,,,,0.007679594626401523,0.010521071133233962,0.010070233033427314,0.010027613959936447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011150413311667513
27,Ardenticatenaceae,0.03453265496517437,0.04613576393192754,0.01861371358643127,0.029824182751699332,0.05209866409717131,0.061395734014466526,0.05631319591362048,0.08342175068800048,0.08675897515392104,0.07669260990575806,0.07959171834405435,,,,,,,,,,0.019514284806274117,0.012034225871422,,0.01737410297650232,0.011582968415248612,0.005755592296247547,,0.07377254523897873,0.008781394722693868,0.07265661908382665,0.08379178473793661,0.02096174826833704,0.029945846981173533,,0.01607424155354975,0.008373553201164553,,,,,0.014620367419567131,0.0349374959569404,0.04613377839075398,0.043644643863481214,0.03494282789073061,0.048438100247992326,0.05575232813565629,0.05027108411726375,0.11148848021897885,0.10295230945893752,0.10522860523988045,0.09889640403358949,0.04234926359210346,0.04529319298577546
28,Arenicellaceae,0.0206372085853249,0.01631145576574385,0.01611994882461703,,0.02284677557080365,0.012532351726590002,0.018367339288906513,0.017172095624275907,0.018223029752807485,0.010070233033427314,0.010027613959936447,,,,,,,,,,,,,0.007769935060708123,,,,0.015272367808333498,0.0062093837566925955,0.014158663711743371,0.027008537735400278,0.011204525749702736,0.015463968886154766,,,0.005920996251169778,,,,,,,0.023735633163877067,0.024209692515253272,,0.011924635959463524,0.017124191462928883,0.010841740824615753,0.01636707245688736,0.022466035765052347,0.02136869215853441,0.017281237878667234,0.017086796811923485,0.019313082381200476
29,Atopobiaceae,0.00922924025252575,,,,,0.012532351726590002,0.008214123843159522,,0.010521071133233962,,,0.07745966692414834,,,,,,,,,,,,,,,,,,,0.009548960091317149,,,,,,,0.01956009430000079,,,0.010338160945814785,,,0.0069887362453397725,,0.01460463673456467,,,0.007319577321252926,,0.010684346079267205,,,
30,Aurantimonadaceae,0.00922924025252575,,0.022797050252533636,0.010544440933536733,0.02043477729719941,0.012532351726590002,0.020120412099769988,0.017172095624275907,0.010521071133233962,,,,0.009223742215208093,,,,,0.005028936776652038,,,0.023900020235359032,0.019651808556256097,0.009167948040618362,0.028014899268408545,0.021669749665842113,0.014098264293300244,0.01894317476808605,0.00881750566530432,0.0062093837566925955,0.01634901661068084,0.013504268867700139,,,0.011671914804545887,0.008037120776774875,0.01025546633845091,,0.0073930207341105884,,,0.017906220014975525,,0.020932860854091975,0.019767131164015857,,,0.00765817123416611,,0.012677879810338969,0.00849136336854446,,0.008640618939333617,0.00913327707251985,0.011150413311667513
31,Azonexaceae,,,,,,,,,,,,0.05855400437691199,,,,0.016622858516380252,,,,,,,,,,,,,,,,,,,0.008037120776774875,,,0.01045531018908469,0.00868449590450234,0.006197804754462675,0.012661609598007476,,,,,,,,,0.012008601238833667,,,,
32,Bacillaceae,0.0206372085853249,0.025790676086418243,0.009306856793215634,0.027897968424347944,0.02284677557080365,0.029390970023024057,0.04268183950804566,0.06868838249710363,0.08739458053877974,0.07865103428563017,0.06801058681968247,0.16242214252050852,0.005325330050886107,0.005306477404737652,,0.028791635517399605,0.007811308179883532,0.00871037400521299,0.014309095175803562,,0.01593334682357269,0.013895927092708501,,0.02576995924179615,0.030645653870663758,0.027602850969679824,0.026173757287820825,0.02645251699591296,0.1490252101606223,0.03834184258417623,0.05142272382849299,0.019406807873198907,0.017289242815691882,0.006738783154362946,0.011366205204945613,0.008373553201164553,,0.023378784308639544,0.00868449590450234,0.010734912730121303,0.01934092813428288,0.030256759043326503,0.013703774196550634,0.022100324501447,0.03026137663344012,0.03154962122371858,0.034248382925857766,0.030665073827811324,0.07319577321252926,0.050948180211266764,0.06799476208674368,0.05599761081957313,0.022371868507134143,0.029501220638256383
33,Bacteriovoracaceae,0.03197102606526883,0.01631145576574385,0.3458596285101436,0.021088881867073465,0.02703266941268913,0.02658513267026018,,0.026602896148920738,0.021042142266467924,0.017442155257954565,0.0332578330476391,,0.034098749921158335,0.037522461571031854,0.044550907149238234,0.08143504286321886,0.020666778858056414,0.01947698838510335,0.014309095175803562,0.01589706591085828,0.023900020235359032,0.02599689912625245,0.028257513640039908,0.02330980518212437,0.021669749665842113,0.020752083144786056,0.024232190583632823,0.01246983609817497,0.008781394722693868,0.02002337424622726,0.021352123878617745,0.03169118455037636,0.038659922215386916,0.03501574441363766,0.008037120776774875,0.005920996251169778,0.010581566249093503,0.012805087532889699,,0.021469825460242606,,0.033450105706302205,0.01582375544258471,0.017118837747976793,0.033455210644249715,0.03577390787839057,0.037517223773134156,0.03676613193203235,0.019365781294143573,0.022466035765052347,0.03852295763360055,0.024439360982606854,0.02739983121755955,0.028428087530408694
34,Bacteroidaceae,,,0.013161883100029722,0.010544440933536733,0.02043477729719941,0.008861710890086728,,,,0.01424146013213046,,,0.010650660101772213,,,,,0.005028936776652038,,,,0.012034225871422,0.012965436458174329,0.007769935060708123,0.008190395512691892,0.008139636684843386,0.008077396861210942,,0.01075496815028448,,0.013504268867700139,,0.018939416584677154,0.013477566308725892,0.011366205204945613,0.005920996251169778,,0.03306259384107335,0.01736899180900468,0.015181459173829135,,0.014263172997509043,0.011189084777289188,,0.014265349750363764,,0.00765817123416611,,,,0.007554973565193743,,0.006458202152434404,
35,Balneatrichaceae,,,,0.014912091375849666,,,0.008214123843159522,,,,,,,,,,,,,,,,,,,,,,0.023233386600542978,,,0.00792279613759409,,,,0.008373553201164553,,,,,,,,,,,,0.010841740824615753,,,,,,0.007884532865712847
36,Balneolaceae,,,0.01611994882461703,,,0.008861710890086728,0.016428247686319043,,0.010521071133233962,0.010070233033427314,,,0.019200750557239115,0.015919432214212954,0.018187831682290802,0.033245717032760504,,,,,0.03186669364714538,0.028647187584559645,0.07587827147721703,0.015539870121416246,0.0141861811620665,0.02637543736685908,0.02212086233403329,,,,0.009548960091317149,0.013722685448323425,0.015463968886154766,0.023343829609091774,,,0.006109270122361993,0.016531296920536676,0.02378347153728581,0.0284019094298824,,,,,,,0.010830289622333216,0.010841740824615753,0.010351445518554417,0.014707472779848216,0.010684346079267205,0.0193210113160221,,0.007884532865712847
37,Barnesiellaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007731984443077383,,,0.005920996251169778,,,,,,,,,,,,,,,,,,
38,Bartonellaceae,,,,,0.014449569598886611,,,0.007679594626401523,,,,,,,,,,,,,,,,0.010988347541611645,,,,0.00881750566530432,,,,0.011204525749702736,,,,,,,,,,,0.007911877721292355,,,,0.00765817123416611,,0.010351445518554417,0.00849136336854446,0.013085598064755342,,0.006458202152434404,
39,Bdellovibrionaceae,0.015985513032634416,,0.013161883100029722,0.021088881867073465,,0.01981538794718409,,0.013301448074460369,,,,0.03651483716701107,,,,0.033245717032760504,,,,0.01589706591085828,0.007966673411786345,0.009825904278128048,0.006482718229087164,0.02197669508322329,0.02006228979767616,0.015227865863750205,0.013990461756514725,0.00881750566530432,,,0.009548960091317149,0.02240905149940547,0.021869354526915637,0.015068377218786006,0.011366205204945613,0.013239750112137042,0.008639812663245068,0.0073930207341105884,,,0.007310183709783566,0.014263172997509043,0.013703774196550634,0.009883565582007928,0.014265349750363764,0.01460463673456467,0.010830289622333216,,,0.014707472779848216,0.015109947130387486,0.012219680491303427,0.011185934253567072,0.007884532865712847
40,Beijerinckiaceae,,,,,,,,,,,,,,,,,,,,,0.007966673411786345,0.006947963546354251,,,,,0.005711582094897191,,,,0.009548960091317149,,,,,,,0.012805087532889699,0.00868449590450234,0.006197804754462675,0.007310183709783566,,,0.009883565582007928,,,,,,0.00849136336854446,0.007554973565193743,,,
41,Bernardetiaceae,,,,,,,,,,,,,,,,,,,,,0.007966673411786345,,,,,,0.005711582094897191,,,,,0.013722685448323425,0.013392189898742178,,,,,,,,0.007310183709783566,,,,,,,,,,,,,
42,Beutenbergiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008373553201164553,,,,,,,,,,,,,,,,,,
43,Bifidobacteriaceae,,,,,,,,0.017172095624275907,0.014879041487311537,0.017442155257954565,0.010027613959936447,,,,0.044550907149238234,,,,,,,,,,,0.005755592296247547,,,,,,0.00792279613759409,0.007731984443077383,0.009530078530791424,,,,0.012805087532889699,,0.006197804754462675,0.010338160945814785,,0.007911877721292355,,,,,,0.012677879810338969,0.00849136336854446,0.016893434459987148,0.017281237878667234,,
44,Blastocatellaceae,0.00922924025252575,0.02306788196596377,0.013161883100029722,,0.014449569598886611,0.017723421780173457,,0.010860586874184576,,,,,,,,,,,,,,,,0.007769935060708123,0.011582968415248612,,,,,0.01634901661068084,0.009548960091317149,,,,,0.005920996251169778,,0.014786041468221177,,0.006197804754462675,,,0.013703774196550634,,,0.00843199095011761,0.010830289622333216,0.007666268456952831,0.010351445518554417,,,,0.011185934253567072,
45,Blattabacteriaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00792279613759409,0.007731984443077383,,,,,,,,0.007310183709783566,,,,,,,0.007666268456952831,,0.00849136336854446,,,,
46,Borreliaceae,,,,,,0.008861710890086728,,0.007679594626401523,0.010521071133233962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011189084777289188,0.0069887362453397725,,0.01460463673456467,0.00765817123416611,,0.010351445518554417,,0.007554973565193743,,,
47,Brachyspiraceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006197804754462675,,,,,,0.011924635959463524,,,,,,,,
48,Bradyrhizobiaceae,,0.011533940982981885,,,0.014449569598886611,,,0.007679594626401523,0.014879041487311537,0.010070233033427314,,0.13201731488169052,0.015062307964152274,0.016780554951190157,0.08722577652263604,0.052566094134488955,0.021392148468734162,0.018816558437979233,0.024784079854830485,0.04496369242614955,,,,0.007769935060708123,0.008190395512691892,,,0.00881750566530432,,,,,,,0.008037120776774875,0.02839610047077646,0.006109270122361993,0.03136593056725407,,0.010734912730121303,0.023116830637175376,0.0100855863477755,0.011189084777289188,,0.01008712554448004,0.00843199095011761,,0.010841740824615753,0.017929229569917413,0.00849136336854446,0.007554973565193743,,0.014440979025278787,
49,Brevibacteriaceae,,,,,,,,,,,,0.07928249671720919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Brucellaceae,,,,,,0.008861710890086728,,,,,,,,,,,,,,,,,,,,0.008139636684843386,0.005711582094897191,,,,,0.00792279613759409,0.007731984443077383,,,,,,,,,,,,,,,,,,,,,
51,Bryobacteraceae,,,,,,0.012532351726590002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0100855863477755,,0.0069887362453397725,0.01008712554448004,0.01460463673456467,,,,,,,0.006458202152434404,
52,Burkholderiaceae,0.013052116735521604,0.01631145576574385,,,,0.008861710890086728,0.008214123843159522,0.010860586874184576,,0.02014046606685463,0.020055227919872895,,0.10449052090063093,0.09697941336848287,0.17912936796188414,0.15235101483570768,0.028700578896514572,0.025642646756773142,0.03199610950961107,0.03179413182171656,0.013798683116522041,0.006947963546354251,0.018335896081236723,0.03296504262483494,0.02590030475772891,0.033560581805761644,0.026173757287820825,,,0.02002337424622726,0.016539284037608848,0.013722685448323425,0.010934677263457818,0.02521421776738992,0.008037120776774875,,0.031151287567733183,0.0362182569127745,0.04796169625875628,0.0507312183264653,0.01934092813428288,,0.013703774196550634,0.0069887362453397725,,0.00843199095011761,0.00765817123416611,0.013278366471904961,0.014639154642505852,0.00849136336854446,0.015109947130387486,0.017281237878667234,0.012916404304868808,0.017630351458565147
53,Caedimonadaceae,,,,,,,,,,,,,0.009223742215208093,0.007504492314206371,,,0.009566859632171524,,,,,,0.006482718229087164,,,,,,,,,,,,,,,0.0073930207341105884,0.0061408659452604035,,,,,,,,,,,,,,,
54,Caldicoprobacteraceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007319577321252926,,,,,
55,Caldilineaceae,0.06967923586990582,0.07990948717610218,0.02943086532357212,0.06833578749992927,0.0662162464464306,0.08682667971510971,0.10026615952605097,0.08722342803246909,0.08547358594429949,0.08836593624106442,0.09135591093930115,,,,,0.016622858516380252,,,0.014309095175803562,,0.023900020235359032,0.031839568876962175,,0.03560631556058628,0.0141861811620665,,,0.10507270661018339,0.017562789445387736,0.09944718564667261,0.10503856100448863,0.04039849210780981,0.05070201265633938,,0.021264222832336588,0.013239750112137042,,0.01045531018908469,,,,0.0698749919138808,0.0712068994916312,0.0793767851805138,0.06988565578146122,0.06745592760094088,0.07345459803148101,0.07550398790292327,0.10428792388788566,0.08100244390730409,0.09252915127470066,0.09062357597239687,0.060583306311807854,0.0510976130307596
56,Caldisericaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010351445518554417,,,,,
