,phylum,EMOBON00001,EMOBON00084,EMOBON00086,EMOBON00088,EMOBON00091,EMOBON00092,EMOBON00093,EMOBON00094,EMOBON00095,EMOBON00097,EMOBON00098,EMOBON00099,EMOBON00120,EMOBON00121,EMOBON00122,EMOBON00123,EMOBON00124,EMOBON00125,EMOBON00126,EMOBON00129,EMOBON00130,EMOBON00131,EMOBON00135,EMOBON00136,EMOBON00137,EMOBON00138,EMOBON00139,EMOBON00140,EMOBON00141,EMOBON00142,EMOBON00143,EMOBON00144,EMOBON00145,EMOBON00147,EMOBON00148,EMOBON00149,EMOBON00153,EMOBON00155,EMOBON00156,EMOBON00157,EMOBON00158,EMOBON00193,EMOBON00194,EMOBON00195,EMOBON00224,EMOBON00225,EMOBON00226,EMOBON00227,EMOBON00236,EMOBON00237,EMOBON00238,EMOBON00241,EMOBON00242,EMOBON00243
39,Candidatus_Gottesmanbacteria,,,,,,,,0.01372699438975795,,,,,,,,,,,,,,,,,,,,,,,0.019930365369298274,,,,,,,,,,,,,,,,,,0.009239477030834173,,,,,
40,Candidatus_Gracilibacteria,0.015029524441056942,,0.014310193973668556,0.012011632893689353,,0.011357038761088619,,,0.01327563594308529,0.025397977258648646,,,,,,,,,,,,,0.006398304929659014,,,,,,,,,0.03042550970524378,0.02710776620956731,0.015984151578556007,,0.008234427981155555,0.006209264054267325,,,,,0.03137536380108657,0.013389988700528052,,0.031367645067819305,0.010023079655404395,,0.01394549594865621,,,,0.010708209436720592,,
41,Candidatus_Hydrogenedentes,0.03976438399460371,0.026156271009317916,,0.05760576767801538,0.047768217719243174,0.04682627040620232,0.01384754686472162,0.062151610494154914,0.05937044882655647,0.06475239082381762,0.055402769624521946,,,,,,,,,0.057754281555789,0.04100338731258724,0.023478016770470757,0.006398304929659014,0.018990004393338027,0.01928843130604991,,,0.030981388357723228,0.0054620756701705304,0.011430251099085133,0.03452040543303586,0.021514084233634993,0.014489710525281224,0.006041441427888528,0.01949696845708906,0.008234427981155555,,0.02689312394866797,,0.008424955620346758,0.010732233407321958,0.033889266185509075,0.041270716922565745,0.04328924706801579,0.03388092900070486,0.04368959132096623,0.04450405444548776,0.04729147765106149,0.054661483268531326,0.047616348356079204,0.05843340924853636,0.04543108504242546,0.03460149415773181,0.031309935579743355
42,Candidatus_Hydrothermae,,,,,,,,0.00970645081830754,,,,,,,,,,,,,,,,,,,,0.012648098833237536,,,,,,,,,,,,,,,,0.011781840740656828,,0.017360483211470365,,,,,,,,
43,Candidatus_Jacksonbacteria,,,,,,0.011357038761088619,,0.01372699438975795,,,,0.05313272602318609,,,,,,,,,,,,,,,,,,,,,,0.010464083504054396,,,,,,,,,,0.008331019482578379,,,,,,0.01505761146652246,,,,
44,Candidatus_Jorgensenbacteria,,,0.010118835198875903,,,,,0.01372699438975795,,0.012698988629324323,0.017975032046140385,,,,,0.026574700172636693,,,,0.025828499910081307,,,,,,,0.008619835571883531,0.012648098833237536,0.0038622707457316384,0.011430251099085133,,0.018631743485486168,,,0.01591920808366894,,,,,,,0.025617877268950724,,0.008331019482578379,0.025611574949628912,,,0.009860954752304332,0.024445358467880686,0.03194201752935104,0.01871366788701046,0.015143695014141822,0.015101330108226502,
45,Candidatus_Kaiserbacteria,0.015029524441056942,,0.007155096986834278,,,0.01606127824432846,,0.01941290163661508,0.02655127188617058,,0.012710267051871369,,,,,,,,,,0.018980880066376046,0.03178938498466526,0.02478052843652618,0.018990004393338027,0.012627242356704236,0.03402582800918238,0.029859986326783616,,0.009460592575521185,,,0.018631743485486168,0.014489710525281224,0.024165765711554113,,,,,0.005961470337137241,0.008424955620346758,0.015177670039188327,0.012808938634475362,0.013389988700528052,0.014429749022671929,0.012805787474814456,0.014174775185418743,0.01020993031082701,0.017079674642128877,,,0.013232561463778027,0.010708209436720592,0.013078135504658958,0.009038399867637334
46,Candidatus_Kerfeldbacteria,,,,0.012011632893689353,,0.01606127824432846,,,,,,,,,,,0.00789312449173984,,,,,,0.011082189220487823,,0.01031010021079477,0.005016834641463939,,0.012648098833237536,,,,,,,,,0.015209528611160103,0.02195814375455294,0.010325569511736465,0.005957343250342909,0.010732233407321958,,0.009468151810154634,0.016662038965156757,,0.017360483211470365,0.01768411804008988,0.022049765149202087,0.016003243652770425,,0.01620651178813612,,0.007550665054113251,
47,Candidatus_Komeilibacteria,0.010627478650280318,,0.01752633667786939,,0.020684245019185275,,,0.01681206597847716,0.0375491687996779,,0.017975032046140385,,,,,,,,,,0.010958616215778212,,0.006398304929659014,0.018990004393338027,0.01928843130604991,0.014189751180282933,0.018620973068096465,,,0.01616481612565617,0.014092896504156339,,,,,,,,0.010325569511736465,,0.010732233407321958,0.018114574736479767,,0.02204180571853639,0.01811011832375011,0.010023079655404395,,,,0.010647339176450346,0.00935683394350523,0.021416418873441184,0.007550665054113251,0.012782227674963906
48,Candidatus_Kryptonia,,0.030202660216453004,,0.012011632893689353,,0.01606127824432846,0.016959712003922482,0.01681206597847716,,0.012698988629324323,0.017975032046140385,,,,,,,,,,,,,,,,,,,0.01616481612565617,0.014092896504156339,,0.010245772569856445,,,,,,,,,,0.009468151810154634,,,,,0.017079674642128877,0.016003243652770425,0.01505761146652246,,0.010708209436720592,0.01067825292446354,0.020210476511862183
49,Candidatus_Kuenenbacteria,,,,,,,,0.00970645081830754,,,,,,,,,,,,,,,0.011082189220487823,,,,,,,,,,,0.006041441427888528,,,0.006209264054267325,,,,,,,,,0.014174775185418743,0.01020993031082701,0.01394549594865621,0.009239477030834173,,,,,
50,Candidatus_Latescibacteria,0.043818217009102364,0.030202660216453004,0.014310193973668556,0.029422371567169096,0.031595706164476614,0.048183834732985376,,0.05227083734893167,0.0375491687996779,0.04751526460946964,0.05240577358467364,,,0.007829722923535853,,,0.012480125624578394,0.012534976990138377,0.023262105259961773,,0.015497823677195271,0.016601464867211358,,0.011628955244222245,0.012627242356704236,0.008689412492187135,0.007038066272602094,0.025296197666475072,0.0054620756701705304,0.022860502198170266,0.028185793008312678,0.0263492643278311,0.017746198653786908,0.006041441427888528,,,,0.015526752351113423,0.013330252919687459,0.01576164871505654,0.018588773540169683,0.044371465011886484,0.03903818999265061,0.03725745176984076,0.044360549074615584,0.04910286161402363,0.05953361249215522,0.05123902392638663,0.05387494610032215,0.041236967311813984,0.05535577612699155,0.049071180301212554,0.033767600672658715,0.035005572163722715
51,Candidatus_Levybacteria,,,,,,,,,,,,,,,,,,,,,,,,,,0.0070948755901414666,,,,0.01616481612565617,0.028185793008312678,,,,,,0.008781225437900601,,,0.008424955620346758,,,,,,,,,,,,0.015143695014141822,0.016883800336329358,
52,Candidatus_Lindowbacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009239477030834173,,,,,
53,Candidatus_Liptonbacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009239477030834173,,,,0.007550665054113251,
54,Candidatus_Magasanikbacteria,0.01840733297863903,,0.007155096986834278,,,0.03004790019196159,0.02769509372944324,0.00970645081830754,0.01877458439983895,,0.017975032046140385,,,,0.05055063074943029,,,,,,0.015497823677195271,,0.014307044763489565,0.015012916664888054,0.012627242356704236,0.015864624111460255,0.014076132545204187,0.012648098833237536,0.0054620756701705304,0.011430251099085133,0.028185793008312678,0.010757042116817496,0.010245772569856445,0.018124324283665585,0.011256579987082013,0.01164523972933469,0.015209528611160103,0.01097907187727647,0.010325569511736465,0.005957343250342909,,,,0.014429749022671929,,0.014174775185418743,0.04083972124330804,0.04625197757711398,0.018478954061668346,0.021294678352900692,0.020922516751855122,,,
55,Candidatus_Margulisbacteria,0.015029524441056942,0.026156271009317916,,,0.016888615337236124,0.019670968157734586,0.009791694290843173,0.01372699438975795,0.01327563594308529,0.012698988629324323,,,0.009564963052253106,0.005536450174043962,,0.03758230140014144,0.019334127481027422,0.011442816092178336,,,0.010958616215778212,0.016601464867211358,0.011082189220487823,0.009495002196669013,0.007290341773765835,0.011217983290189153,,0.025296197666475072,,,,0.010757042116817496,0.010245772569856445,0.008543888403602633,0.01591920808366894,0.024703283943466662,,0.01097907187727647,0.005961470337137241,0.005957343250342909,,,,0.008331019482578379,,0.022412287453379393,0.014439021916455708,0.01394549594865621,0.013066593726240383,0.023808174178039602,0.013232561463778027,,0.015101330108226502,
