,species,EMOBON00001,EMOBON00084,EMOBON00086,EMOBON00088,EMOBON00091,EMOBON00092,EMOBON00093,EMOBON00094,EMOBON00095,EMOBON00097,EMOBON00098,EMOBON00099,EMOBON00120,EMOBON00121,EMOBON00122,EMOBON00123,EMOBON00124,EMOBON00125,EMOBON00126,EMOBON00129,EMOBON00130,EMOBON00131,EMOBON00135,EMOBON00136,EMOBON00137,EMOBON00138,EMOBON00139,EMOBON00140,EMOBON00141,EMOBON00142,EMOBON00143,EMOBON00144,EMOBON00145,EMOBON00147,EMOBON00148,EMOBON00149,EMOBON00153,EMOBON00155,EMOBON00156,EMOBON00157,EMOBON00158,EMOBON00193,EMOBON00194,EMOBON00195,EMOBON00224,EMOBON00225,EMOBON00226,EMOBON00227,EMOBON00236,EMOBON00237,EMOBON00238,EMOBON00241,EMOBON00242,EMOBON00243
102,Diplocirrus_glaucus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05214631926788608,
103,Diplonema_papillatum,0.05083285677753489,0.07570111641044645,,0.04610204455575741,,,,0.04113450348948636,,,0.07658395810674835,,,,,0.016145140633599973,,,,0.006603285820148111,0.024643514691837506,0.02582945721257455,,0.044649291932242395,0.02963911783442497,0.045834924851410566,0.021816595214404263,0.0821598507790671,,0.07940927461844914,,0.04777578879971474,0.06440538491163472,0.04136259162955203,0.0095980959266335,0.011505151626241907,,,,,,,0.08586775814821837,0.06530231484483393,,,,,0.03275608910402092,0.04130961923860138,,0.05326236412913075,0.06386593708529188,0.04106507811765909
104,Dolerocypris_ikeyai,,,,0.07289373279337946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Dolichomastix_tenuilepis,,,,,0.038604571824109146,,,,,,,,,,,,,,,,,0.008609819070858183,,,,,,,,,,0.00919445484142067,,,,,,,,,,,,,,,,,,0.04130961923860138,,,,
106,Donax_cuneatus,,,,,,,,,,,,,,,,0.01318245212593168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Ebria_tripartita,,,,,,,,0.04113450348948636,,,0.09379580992210837,,,,0.026452388456785162,,,,,,0.03485119270173722,0.05093637654124962,0.031951980305316645,0.059389110120111784,0.05411337807489408,,,,0.11624763874381928,,0.03904344047215152,0.015925262933238246,0.02363031594213686,,0.013573757432403055,0.009393916965881583,,0.007549373937505315,,,0.007562747506779042,,0.030358837035945815,0.02665955839873639,,,,,,,,,,
108,Echthrogaleus_coleoptratus,,,,,,,,,,,,,,,,,,,0.00848922128718779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Emiliania_huxleyi,,,,,,,,,,,,,0.060886256554798304,0.0644490992697109,0.0935233162818677,0.07339678716147527,0.06286946134619315,0.06401843996644799,0.13041389198559633,0.11645021385389978,0.044426727914535134,0.05645835926251551,0.02259346194622841,0.05674825966227627,0.052743196739888705,0.020498001542269696,0.043633190428808526,0.02195814375455294,,,,0.0440950563681605,0.052078679860184426,,0.10337465679921552,0.09897105653557733,0.04666583705915984,0.029238599534250398,0.038180177416060626,,0.03856259711344152,,,,,,,,0.03275608910402092,,,,,
110,Encentrum_astridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007549373937505315,,,,,,,,,,,,,,,,
111,Enchytraeidae_sp._892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01592122559943443,,,0.015920553008951926,,,,,,,,,
112,Ensis_siliqua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00919445484142067,,,,,,,,,,,,,,,,,,,,,,
113,Ephemera_danica,0.10783277320343841,0.13111817981257937,,0.21376638653621946,0.23162743094465488,0.16915808532649362,0.029247769028706173,,,,,,,,0.016198713549252848,,,,0.014703762586104514,0.016174680885118402,0.052276789052605833,0.06994650078861898,,0.06668711029384658,0.06950989269892528,,,0.06210700940445369,,0.022923483038557263,,0.05815083828490317,0.05924433738716436,,0.03957396331032054,0.039855014330869354,,0.018492114024353926,,,0.052939232547453294,0.027576371656986683,0.15774914461488565,0.13060462968966785,0.027575206696098305,0.12246224152725617,0.2057904924333393,0.13276005389779788,,,,,0.16072575034912395,0.15904436366040028
114,Epispathidium_amphoriforme,,,,,,,,,,,,,,,,,,,,,0.008712798175434305,,,,,,,0.03803262062278692,,,,,,,,,,,,,,,,,,,,0.030457245193658635,,,,,0.02607315963394304,
115,Epizoanthus_scotinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007562747506779042,,,,,,,,,,,,,
116,Esquamula_lacrimiformis,,,,,0.0863224468409811,,,,,,,,,,,,,,,0.009338456363079405,0.01742559635086861,0.024352245799172327,,0.03276362299205799,0.04013155526106651,,,0.031053504702226845,,0.03970463730922457,0.027607881518711637,0.03315107838068035,0.0178628398242226,0.029247769028706173,0.019196191853267,0.009393916965881583,,0.007549373937505315,,,0.010695340092890231,,,0.03770230905437056,,,,,,,,,,
117,Eucheilota_maculata,,,,,,,,,,,,,,,,,,,,,0.06461584064702575,0.06779378315775439,0.05534245329124855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Eurytemora_affinis,,,,,,,,,,,,,,,,,,,,0.009338456363079405,0.037978206762183706,0.02108966350128611,,0.052538679422447276,0.06402781240482139,,0.030853324837014473,0.031053504702226845,,0.03241870060995729,,,,,,,,0.13334853061306962,0.026997462357801944,,0.1296741071158002,,,,,,,,,,,,0.03687301596824097,
119,Exaiptasia_pallida,,,,,,,,,,,,,,,,,,,,,0.04178511214600939,0.02108966350128611,0.02259346194622841,0.021448826057443037,0.012100119186760988,,,,,,,,,,,,,,,,,,,,,0.02449244830545123,,,,,,,,
120,Exogone_verugera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013573757432403055,,,,,,,,,,,,,,,,,,,
121,Exophiala_xenobiotica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007549373937505315,,,,,,,,,,,,,,,,
122,Filoreta_marina,,,,,0.038604571824109146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03770230905437056,,,,,,,,,,
123,Flammulina_velutipes,,,,,,,,,,,,0.049810605379954784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Florenciellales_sp._NIES-1871,,,,,,,,,,,,,0.05272904491779212,0.03222454963485545,,,0.044455422447438706,0.055441595321592964,,,,,,0.01751289314081576,,,,,,,,,,,0.02714751486480611,0.022030688091621838,0.08347838711296822,0.01067642700984599,0.026997462357801944,,,,,,,,,,,,,,,
125,Florometra_serratissima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0095980959266335,,,,,,,,,,,,,,,,,,,
126,Flustrellidra_hispida,,,,,0.038604571824109146,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02187742146320606,,0.0095980959266335,,,,,,,,,,,,,,,,,,,
127,Fragilariopsis_cylindrus,0.03594425773447947,,,0.03259906833194042,0.05459510904326141,0.06721660724223312,0.09248956660924215,,,,,,,,,0.016145140633599973,,,0.046497379946457945,0.029530791937423254,0.03896481798901449,0.03652836869875849,0.031951980305316645,0.024766970996132395,0.02705668903744704,,,,,,,0.09102045914754853,0.08659332881213813,,0.04702087504507552,0.030439769999126433,,0.03019749575002126,,,0.015125495013558084,0.01838424777132446,,,0.0183834711307322,0.0648009272153293,0.05227083734893167,0.0430730492253948,,,,,,
128,Frieseomelitta_varia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02607315963394304,
129,Gastroclonium_subarticulatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013002922735364077,0.0089314199121113,,,,,,,,,,,,,,,,,,,,,
130,Geryonia_proboscidalis,,,,,,,,,,,,,,,0.00935233162818677,0.00932140129091331,,,,,,,,,,,,,,,,,,,,,,0.01067642700984599,,,0.013099062926556153,,,,,,,,,,,,,
131,Gloeochaete_wittrockiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03241870060995729,,,,,,,,,,,,,,,,,,,,,,,,
132,Glossomastix_chrysoplasta,,,,,,,,,,,,,,,,,,,,0.009338456363079405,,,,,,,0.021816595214404263,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Gnathostomula_paradoxa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00919212388566223,,,0.0091917355653661,0.05999400089985003,,,,,,,,
134,Goniomonas_avonlea,,,,,,,,,,,,,,,,,,,,,0.012321757345918753,0.008609819070858183,,,,,,,,,,,,,,,,,,,,,,,,0.02449244830545123,,,,,,,,
135,Goniomonas_sp._ATCC_50108,,,,,,,,,,,,,,,,,,,,,,,,0.021448826057443037,,0.028988551782622423,0.021816595214404263,,,,,,,,,,,,,,,,,0.03770230905437056,,,,,,,,,,
136,Goussia_desseri,,,,,,,,,,,,,,,,,,,,,0.008712798175434305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Gracilaria_gracilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00919445484142067,0.015469673071509127,,,0.006642502388478226,,,,,,,,,,,,,,,,,,
138,Gracilaria_salicornia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00919445484142067,,,,,,,,,,,,,,,,,,,,,,
139,Graphiopsis_chlorocephala,,,,,,,,,,,,,,,,,,,,,,0.008609819070858183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Guillardia_theta,,,,,,,,,,,,,,,,,0.02566635011696727,0.032009219983223994,,,0.019482408994507244,0.019252140716412975,0.031951980305316645,0.01751289314081576,0.020958021209109036,,0.0654497856432128,,,,,0.02432624095121291,,0.029247769028706173,0.02351043752253776,0.03577097009373983,0.04173919355648411,0.03290695808058541,0.0603681610520369,0.041940612199002164,0.0320860202786707,,,,,,,,,,,,,
141,Gymnodinium_aureolum,,,,,,,,,,,,,0.030443128277399152,,0.040765868453745344,0.06040958471221346,,,0.047265983750982184,0.022874453074791305,0.07495032389118142,0.0715185285493977,0.05977668156572175,0.08025415845546113,0.07747856644057552,0.06482037235521644,0.030853324837014473,,,,,0.020559426041468667,0.01997126205907606,,0.05596603563031057,0.054371225337699614,,0.05175590016480606,0.026997462357801944,,0.04901220555896551,,,,,,,,,,,,,
142,Gymnodinium_catenatum,,,,,,,,,,,,,,,0.020912449268746906,0.016145140633599973,,,0.014703762586104514,0.01867691272615881,0.028897082422008714,0.029825288149403675,,0.012383485498066197,,,,,,0.07602859212697055,,,,,,,,0.01509874787501063,,,0.007562747506779042,,,,,,,,,,,,,
143,Gymnodinium_impudicum,,,,,,,,,0.0576390417704235,0.05832118435198043,,,,,0.04581688078870039,0.04470387015240993,,,0.014703762586104514,0.014765395968711627,0.008712798175434305,0.017219638141716367,,,,,,,,,,,,,,0.009393916965881583,,0.007549373937505315,,,0.010695340092890231,,,,,,,,,,,,,
144,Gymnodinium_sp._ex_Spongotrochus_glacialis,,,,,,,,,,,,,,,0.036221424644176256,0.030915590602293912,,,0.02546766386156337,0.016174680885118402,0.02755228702773172,0.03443927628343273,0.02259346194622841,0.021448826057443037,0.020958021209109036,,,,0.2013468165642073,0.0687704491156718,0.027607881518711637,0.013002922735364077,,0.029247769028706173,,0.006642502388478226,,0.007549373937505315,,,,,,,,,,,,,,0.03766217885773547,,
145,Gyratrix_hermaphroditus,0.08037380369506868,,,,0.038604571824109146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04617570965396101,,,,0.19972151297700907,,,,,,
146,Halecium_pusillum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01838890968284134,0.012630935170956916,,,,,,,,,,,,,,,,,,,,,
147,Haplogonaria_sp._'schillingi'_UJ-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02195814375455294,,,,,,,,,,,,,,,0.042933879074109185,,,,,0.0430730492253948,,,,,,
148,Haplogonaria_viridis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06401843996644799,0.0430730492253948,,,,,,
149,Haplosporidium_littoralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015925262933238246,,,,,,,,,,,,,,,,,,,,,,
150,Harrimania_planktophilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06523280730534423,,
151,Hartaetosiga_gracilis,,,,,,,,,,,,,,,,,,,,,,0.008609819070858183,,0.012383485498066197,,0.020498001542269696,,,,,,0.00919445484142067,,,,,,,0.026997462357801944,,,,,,,,,,,,,,,
152,Heliospora_cf._longissima,,,,,0.038604571824109146,0.03880752628531665,,0.04113450348948636,0.0576390417704235,0.10101525445522107,,,,,0.013226194228392581,,,,,0.011437226537395652,0.012321757345918753,,,,0.017112152660248292,,,0.031053504702226845,,0.022923483038557263,0.04781825347975037,0.02758336452426201,0.02363031594213686,,0.0095980959266335,,,,,,0.01691081752182499,,,0.03770230905437056,,,,,,,,,0.0451600371998433,
153,Hematodinium_sp._SG-2012,0.062257280636469035,,,,,,,,,,,,,,0.013226194228392581,0.00932140129091331,,,,0.006603285820148111,0.023051897195696485,0.008609819070858183,0.02259346194622841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Hemiarma_marina,,,,,,,,,,,,,0.030443128277399152,0.03222454963485545,,,,,,,,,,,,,,,,,,,,,0.016624389800849106,0.011505151626241907,,,,,0.010695340092890231,,,,,,,,,,,,,
155,Hemiselmis_andersenii,,,,,,,,,,,,,,,,,0.036297700432031385,0.055441595321592964,0.014703762586104514,,0.024643514691837506,0.031043144132446902,0.02259346194622841,0.021448826057443037,0.032013906202410694,,0.030853324837014473,,,,,0.020559426041468667,0.02187742146320606,,0.021461994946516343,0.02394988295905026,0.036147201953390995,0.023873216550830453,,0.041940612199002164,0.03704974489022863,,,,,,,,,,,,,
156,Herpotrichiellaceae_sp._UM238,,,,,,,,,,,,0.09842809932758062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Heterococcus_caespitosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006642502388478226,,,,,,,,,,,,,,,,,,
158,Heteromita_globosa,,,,,,,,,,,0.05415303610738823,,,,,,,,,,,,,,0.012100119186760988,,,,,,,,,,0.0095980959266335,,,,,,0.010695340092890231,,,,,,,,,,,,,
159,Heterosigma_akashiwo,,,,,,,,,,,,,,,,,,,,,0.015091009115945629,0.019252140716412975,,,,,,,,,,0.02758336452426201,0.02962216869358218,,0.06921285402059828,0.0650829658679607,,,,,,,,,,,,,,,,,,
160,Heterosiphonia_pulchra,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03803262062278692,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Hiatella_arctica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0089314199121113,,,,,,,,,,,,,,,,,,,,,
162,Hippolyte_bifidirostris,,,,,,,,,,,,,,,0.013226194228392581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Hubrechtella_dubia,,,,,,,,,,0.18442777839082938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Hubrechtella_juliae,,,,,,,,,,0.1649572197684645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Hyaloperonospora_arabidopsidis,,,,,,,,0.04113450348948636,,,,,,,,,,,,,0.012321757345918753,0.008609819070858183,0.031951980305316645,0.024766970996132395,0.012100119186760988,,,,,,,0.022521722824543063,0.0089314199121113,,0.0095980959266335,0.016270741466990174,,,,,0.010695340092890231,,,,,,,,,,,,,
166,Hydranthea_margarica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00919445484142067,,,,,,,,,,,,,,,,,,,,,,
167,Hyotissa_imbricata,,,,,,,,,,,,,,,,,,,0.024011143756654713,0.016174680885118402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Hyphochytrium_catenoides,,,,,0.05459510904326141,,,,,,,,0.08054494655283631,0.055814557218594754,,,0.07259540086406277,0.055441595321592964,0.00848922128718779,,0.015091009115945629,0.02108966350128611,0.04518692389245682,0.030333220707417386,0.03630035756028296,0.050209644525343385,0.030853324837014473,,,,0.027607881518711637,0.00919445484142067,0.012630935170956916,,0.02351043752253776,0.006642502388478226,0.04173919355648411,,0.038180177416060626,0.06631393050534497,0.015125495013558084,,0.05258304820496189,,,,,,0.03275608910402092,,,,,
169,Ichthyophthirius_multifiliis,,,,,,,,,,,,,,,,,,,,,0.012321757345918753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Jania_sagittata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0089314199121113,,,,,,,,,,,,,,,,,,,,,
171,Japonochytrium_sp._ATCC_28207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007549373937505315,,,,,,,,,,,,,,,,
172,Juncus_effusus,,,,,,,,0.07124704998790964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Katablepharis_japonica,,,,,,,,,,,,,,,0.01870466325637354,,,,0.00848922128718779,,0.028897082422008714,0.029825288149403675,,0.04953394199226479,0.03630035756028296,0.028988551782622423,0.021816595214404263,,,,,0.013002922735364077,0.015469673071509127,,0.019196191853267,0.022030688091621838,,0.007549373937505315,,,,,,,,,,,,,,,,
174,Kirchenpaueria_pinnata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04136259162955203,,,,,,,,,,,,,,,,,,,,
175,Klebsormidium_flaccidum,,,,,,,,,,,,,,,,,,,,,,,,,0.012100119186760988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Kuma_albiventer,,,,,,0.05488212999484517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05227083734893167,,,,,,,
177,Kuma_viridis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02607315963394304,
178,Laomedea_calceolifera,,0.07570111641044645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Larcopyle_butschlii,,,,,,,,0.058172972716315004,,,0.09379580992210837,,,,,,,0.022633936510629633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Lepas_anatifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01838890968284134,,,,,,,,,,,,,,,,,,,,,,
181,Lepetodrilus_elevatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020869596778242055,,,,,,,,,,,,,,,,,
182,Lepidodasys_sp._NBP-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06071767407189163,,,,,,,,,,,
183,Lepidodermella_squamata,0.05083285677753489,,,,0.038604571824109146,,,,,0.05832118435198043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030358837035945815,,,,,,,,,,,
184,Leptonerilla_prospera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03463755256929106,,,,,,,,
185,Leucocryptos_marina,,,,,,,,,0.0576390417704235,,,,,0.03222454963485545,0.016198713549252848,0.016145140633599973,,,0.018982475874190163,0.009338456363079405,0.04356399087717153,0.048704491598344654,0.03913302400974162,0.0722075082297384,0.06627508227090059,0.05423261445466404,0.04878338993700453,,,,,0.03560997047827841,0.026794259736333897,,0.04702087504507552,0.04040476463605178,,0.018492114024353926,0.026997462357801944,,0.013099062926556153,,,,,,,,,,,,,
186,Leucosolenia_sp._MMM-2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0089314199121113,0.029247769028706173,,,,,,,,,,,,,,,,,,,,
187,Lichtheimia_corymbifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04106507811765909
188,Lichtheimia_ramosa,,,,,,,,,,,,,,,,,,,,,,,,,0.012100119186760988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Limacina_antarctica,,,,,,,,,,,,,,,,,,,,0.013206571640296223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Limnohalacarus_mamillatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02195814375455294,,0.03241870060995729,,,,,,,,,,,,,,,,,,,,,,,,
191,Lineus_bilineatus,,,,,,,,,,,,,,,,,,,,,0.015091009115945629,0.017219638141716367,0.03913302400974162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Liriope_tetraphylla,,,,,,,,,,,,,,,0.01870466325637354,0.02283267685045803,,,,,,,,,,,,,,,,,,,,,,0.01067642700984599,,,0.013099062926556153,,,,,,,,,,,,,
193,Lithopoma_phoebium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012630935170956916,,,0.006642502388478226,,,,,,,,,,,,,,,,,,
194,Lobulomyces_angularis,,,,,,,,,,,,,,,,,,,,,,0.014912644074701838,,,,,,,,0.022923483038557263,,,,,,,,,,,,,,,,,,,,,,,,
195,Lomentaria_hakodatensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0089314199121113,,,,,,,,,,,,,,,,,,,,,
196,Lotharella_oceanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00919445484142067,,,,,,,,,,,,,,,,,,,,,,
197,Lyonsia_kawamurai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09182430617242483
198,Macrostomum_lignano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012999626266117196,,,0.012999077098287869,,,,,,,,,
199,Malaclemys_terrapin,,,,,,,,,,,,,,,,,,,,,,,,0.01751289314081576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Malassezia_globosa,,,,,,,,,,,,0.06521739130434782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Malassezia_japonica,,,,,,,,,,,,0.05434782608695652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Malleus_regula,,,,,,,,,,,,,,,,,,,,0.006603285820148111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Mallomonas_asmundae,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02195814375455294,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Mantoniella_squamata,,,,,,,,,,,,,,,,,0.05739170359584849,0.045267873021259265,,,0.015091009115945629,0.012176122899586164,0.02259346194622841,,,,,,,,,,,,,0.006642502388478226,0.07808688094430304,0.018492114024353926,0.05399492471560389,0.041940612199002164,0.007562747506779042,,,,,,,,,,0.03587480016670876,,,
205,Maullinia_ectocarpi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022923483038557263,,,,,,,,,,,,,,,,,,,,,,,,
206,Megabalanus_californicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01838890968284134,0.01997126205907606,,0.019196191853267,0.019927507165434677,,,,,,,,,,,,,,,,,,
207,Megadasys_sp._1_KG-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04617570965396101,,,,,,,,,0.03687301596824097,
208,Megadasys_sp._KG-2011,,,,,0.0863224468409811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05258304820496189,0.07540461810874112,,,,,,,,,,
209,Melampsora_larici-populina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022521722824543063,0.02824362966165259,,,0.006642502388478226,,,,,,,,,,,,,,,,,,
210,Melita_plumulosa,,0.05352877275721892,,,,,,,,,,,,,,0.00932140129091331,,,,0.014765395968711627,,,,0.012383485498066197,0.012100119186760988,,,,,0.022923483038557263,,0.013002922735364077,0.015469673071509127,,,0.006642502388478226,,,,,0.013099062926556153,,,,,,,,,,,,,
211,Melobesia_mediocris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00919445484142067,,,,,,,,,,,,,,,,,,,,,,
212,Membranipora_membranacea,,,,,,,,,,,,,,,,,,,,,,0.008609819070858183,,,0.024200238373521976,,,,,,,0.030494556860859022,0.03341831328853111,0.029247769028706173,,0.011505151626241907,,,,0.029656491293029667,,,,,,,,,,,,,,
213,Mesodasys_sp._NBP-2014,,,,0.05646324263033042,0.05459510904326141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09107651110783745,0.12504441286336623,,,,,,,,,,
214,Metacypris_digitiformis,0.05083285677753489,,,0.07289373279337946,0.09456150270769184,0.10976425998969035,,0.14831256152209546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03048682595520535,0.12880163722232757,0.08430492595427838,0.03048553804248462,0.08830877822695551,,0.0861460984507896,,,,,0.0451600371998433,
215,Metschnikowia_australis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03904344047215152,,,,,,,,,,,,,,,,,,,,,,,
216,Metschnikowia_bicuspidata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0730435887238472,,,,,,,,,,,,,,,,,,,,,,,
217,Microglena_reginae,,,,,,,,,,,,,,,,,,,0.01697844257437558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Micromonas_commoda,,,,,,,,,,,,,0.060886256554798304,0.0644490992697109,,,0.14519080172812554,0.19861198682726935,,,0.03374452223232343,0.027226638505866506,0.05977668156572175,0.0371504564941986,0.024200238373521976,0.07100716024967263,0.06899013166744698,,,,,,,0.04136259162955203,0.019196191853267,0.021005436910699796,0.18073600976695495,0.031126866151619515,0.15031550880261466,0.13262786101068993,0.02508279586418186,,,,,,,,,,,,,
219,Micromonas_pusilla,,,,,,,,,,,,,,,,,0.05133270023393454,0.06401843996644799,,,0.012321757345918753,0.02108966350128611,0.02259346194622841,0.024766970996132395,0.020958021209109036,0.05423261445466404,0.021816595214404263,,,,,,,0.058495538057412345,0.016624389800849106,0.013285004776956452,0.09333167411831968,0.01067642700984599,0.04676097647914122,,0.007562747506779042,,,,,,,,,,,,,
220,Micronuclearia_podoventralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015469673071509127,,,,,,,,,,,,,,,,,,,,,
221,Microstomum_lineare,,0.09271455408231195,,0.05646324263033042,,,,0.058172972716315004,,,,,,,,,,,,,,,,,,,,,,0.03241870060995729,,,,,,,,,,,,,,,,,,,,,,,,
222,Monocelis_lineata,,0.05352877275721892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Mya_arenaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01067642700984599,,,0.007562747506779042,,0.06788442333021306,,,,,,,,,,,
224,Mycale_macilenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00919445484142067,0.012630935170956916,,,,,,,,,,,,,,,,,,,,,
225,Myrionecta_rubra,,,,,,,,,,,,,,,,,,,,0.009338456363079405,,,,0.012383485498066197,0.017112152660248292,,,,,,,,0.0089314199121113,,,,,,,,0.013099062926556153,,,,,,,,,,,,,
226,Mytilus_edulis,,,,,,,,,,,,,,,,,,,,,,,,0.012383485498066197,,,,,,,,,0.01997126205907606,,,0.006642502388478226,,,,,,,,,,,,,,,,,,
