,genus,EMOBON00001,EMOBON00084,EMOBON00086,EMOBON00088,EMOBON00091,EMOBON00092,EMOBON00093,EMOBON00094,EMOBON00095,EMOBON00097,EMOBON00098,EMOBON00099,EMOBON00120,EMOBON00121,EMOBON00122,EMOBON00123,EMOBON00124,EMOBON00125,EMOBON00126,EMOBON00129,EMOBON00130,EMOBON00131,EMOBON00135,EMOBON00136,EMOBON00137,EMOBON00138,EMOBON00139,EMOBON00140,EMOBON00141,EMOBON00142,EMOBON00143,EMOBON00144,EMOBON00145,EMOBON00147,EMOBON00148,EMOBON00149,EMOBON00153,EMOBON00155,EMOBON00156,EMOBON00157,EMOBON00158,EMOBON00193,EMOBON00194,EMOBON00195,EMOBON00224,EMOBON00225,EMOBON00226,EMOBON00227,EMOBON00236,EMOBON00237,EMOBON00238,EMOBON00241,EMOBON00242,EMOBON00243
83,Aneurinibacillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009156411188681657,,,,,
84,Anoxybacillus,,,,,0.012773361087322455,,,0.006862527431935966,0.009358472761968363,,,0.10230695197681607,,,,,,,,,,,,,,,,,0.004305108998398522,,,,,,,,,,,,,,,,,,,,0.006474560442849176,,,,,
85,Aquabacterium,,,,,,,,,,,,,,,,,,,,,,,,0.006752596239299367,,,0.010253848799521506,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Aquimarina,,0.010200895677962514,0.014105158053368979,,,,,,,0.00900499014719542,,,,,,,,,,,,0.006245731915018548,,,,,,,0.008610217996797044,,,0.027569589545871027,0.025258109576005914,0.01738455379533702,0.007511157661886797,0.01570960559016737,0.014233729534709142,0.009301822521849709,,,0.006893110126399594,,,,,0.012444062627540909,,,,,,,,0.006981238696129261
87,Aquimixticola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005247337979167518,,,,,,,,,,,,,,
88,Aquisalimonas,0.008159256327467744,0.014426245016127676,,0.009130992325248949,,,,0.011886246180448265,0.018716945523936726,0.012734979195199857,,,,,,,0.0050803984164018556,,,,,,,,,,,,,,,,,,,,,,,,,,0.0069981422398202615,0.013727253055339056,,0.010160534588237647,,,0.017130076780235145,0.007544645503543211,,0.007668747735922389,0.011363269528469982,0.006981238696129261
89,Arachidicoccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005554184321286722,,,,,,,,,,,,,,,,,,
90,Arcobacter,,0.010200895677962514,0.26303378007460043,0.01581534263085266,,,,,0.009358472761968363,0.00900499014719542,,,,,,,,,,,0.01017419829045392,0.006245731915018548,0.007899032151389361,,,0.011718249353068576,0.005126924399760753,,0.011390247776788856,0.010466758030233293,0.012047755569132962,0.030641885618414372,0.029165552725856157,0.020966560758866114,0.013009706694048188,0.02605143367352744,0.023450196687806797,0.01611122921083216,0.01063468779434303,0.0174034512250804,0.009748329827685625,0.008743717709783362,,0.008681877134475364,0.00874505497639817,0.010160534588237647,0.006646609399135984,0.0065865063466132,0.006474560442849176,,,,,0.009872962446229863
91,Ardenticatena,,,,,0.01564410848213107,,,,,0.012734979195199857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006474560442849176,,0.006714585821868878,,,
92,Arenibacter,,,0.017275219986031428,,0.00903213024339008,,,,,,,,,,,,,,,,,,,0.011695839769465033,,,,,,,,,0.006521615849636865,,,,,,,,0.006893110126399594,,,,,0.007184582907823305,0.011512265177368372,0.0065865063466132,,,,,,
93,Arenimonas,,,,,,,,,,,,,,,,,,,,,,,,0.006752596239299367,0.010228874416494076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Arenitalea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009456291200153169,,,,,,,,,,,,,,,,,,,,,,
95,Arsukibacterium,0.008159256327467744,,,,,,,,,,,,,,,,,,,,,,,0.006752596239299367,0.012527761481709752,0.010481120852301707,0.012558348729238767,,,,,,,,,,,,,,0.011939216961091622,,,,,,,,,,,,,
96,Arthrobacter,,,,,,,,0.009705079366401251,,0.012734979195199857,0.012658734937850016,,,,,,,,,,,,,,,0.005240560426150853,,,0.04015538349292655,0.007401115580216712,0.012047755569132962,0.016378776809831762,0.01844591516628758,,,0.016662552963860166,,0.009301822521849709,,,0.006893110126399594,,,,,,,,0.0144775572746419,,,0.007668747735922389,0.008035044940031585,
97,Asanoa,,,,,,,,,,,,,0.004872428873381052,0.0069021347808064905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Asticcacaulis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005554184321286722,,0.009301822521849709,,,,,,,,,,,,,,,,
99,Atopobium,,,,,,,,,0.009358472761968363,,,0.06002744739393334,,,,,,,,,,,,,,,,,,,0.008519049661011911,,,,,,,,,,,,,,,,,,0.006474560442849176,,,,,
100,Atopostipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006577381782593682,,,,,,,,,,,,,,,,
