,orderx,EMOBON00001,EMOBON00084,EMOBON00086,EMOBON00088,EMOBON00091,EMOBON00092,EMOBON00093,EMOBON00094,EMOBON00095,EMOBON00097,EMOBON00098,EMOBON00099,EMOBON00120,EMOBON00121,EMOBON00122,EMOBON00123,EMOBON00124,EMOBON00125,EMOBON00126,EMOBON00129,EMOBON00130,EMOBON00131,EMOBON00135,EMOBON00136,EMOBON00137,EMOBON00138,EMOBON00139,EMOBON00140,EMOBON00141,EMOBON00142,EMOBON00143,EMOBON00144,EMOBON00145,EMOBON00147,EMOBON00148,EMOBON00149,EMOBON00153,EMOBON00155,EMOBON00156,EMOBON00157,EMOBON00158,EMOBON00193,EMOBON00194,EMOBON00195,EMOBON00224,EMOBON00225,EMOBON00226,EMOBON00227,EMOBON00236,EMOBON00237,EMOBON00238,EMOBON00241,EMOBON00242,EMOBON00243
20,Bdellovibrionales,0.04064234814210579,0.013188756366162716,0.060849715505708134,0.02992081462322006,0.011626335106919263,0.032743794922534916,0.009666461525048837,0.027738210558687387,0.012090387067242926,0.016194464706281594,,0.04235778234253503,0.007271237122275537,0.007267012003282456,,0.046494029387639225,0.006865114380451918,,,0.03763549647474907,0.03399195270406919,0.02872820027532437,0.01364750612905373,0.032754737417755295,0.03583036092296287,0.029589338712053128,0.023067742478059174,0.014340694787641495,0.01083632878821919,0.013279146932508798,0.019830187468537895,0.033113308926626096,0.029577256498927083,0.03254353430305024,0.026279416561381833,0.01676043041561443,0.010246041470127337,0.008835039274156064,,0.007705312834057299,0.0085654872326904,0.03114373299321498,0.01996171023929059,0.02503679984453309,0.031128640318234518,0.02433001206282297,0.033397007380539065,0.03258841417091334,0.022237130411043898,0.021732968840695564,0.019352100208716447,0.03535703895783351,0.025381609944392862,0.02963517357759276
21,Bifidobacteriales,,,,,,,,0.021485925509478195,0.017098389364835216,0.019834087593950483,0.011491975656527783,,,,0.055062094581727776,,,,,,,,,,,0.006974274018039464,,,,,,0.009558988911273407,0.009353149747562713,0.012300299792710091,,,,0.015302736909704757,,0.007705312834057299,0.012113428212804355,,0.012624894069692605,0.007917331283047413,,,,,0.016809690554095334,0.009719279136136016,0.019352100208716447,0.019612556447853317,,
22,Blastocatellales,0.014840487244939677,0.02637751273232543,0.016561194886945175,0.021157210918704518,0.01644212078889967,0.020708994238533392,,0.017543184716556758,0.017098389364835216,,,,,,,,,,,,,,,0.012847465019672462,0.013542603483978068,,,,,0.020996174845383016,0.011448964073041098,,,,,0.0068424170646131256,,0.017670078548312127,,0.007705312834057299,0.012113428212804355,0.011771224628320583,0.01996171023929059,0.01119679727828643,0.011765520133375292,0.009932685831612643,0.019958529343686093,0.009038399867637334,0.014557619049601877,,0.014990072364499174,0.013868171660681028,0.020723997738037944,
23,Brachyspirales,,,,,,,,,,,,,,,,,,,,,,,0.011143142092562557,,,,,,,,,,,,,0.009676639012188983,,,,0.007705312834057299,0.012113428212804355,,,,,0.014046939013857684,,,,,,,,
24,Brevinematales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009932685831612643,,,,,,,,
25,Bryobacterales,0.02346487064034326,0.022843596114841304,,0.024430242838431485,0.01644212078889967,0.017934515097395496,,0.023207451982039166,,,0.019904685716450824,,,,,,,,,,0.013332740780243988,,,,,,,,,,,0.009558988911273407,,,,0.009676639012188983,0.007245045403845623,0.012494632365610452,,,0.0085654872326904,0.011771224628320583,0.03092454852743621,0.030663692205649636,0.011765520133375292,0.019865371663225287,0.01262288229467072,,0.027875718204957795,0.027490272741626826,0.022897713761061044,0.021927504714975912,0.02430104139925957,0.012636480472131268
26,Burkholderiales,0.06719316382027232,0.04755273733780179,0.030983158591270623,0.03664536425764723,0.055757944406360754,0.02536323448532174,0.01674280249079432,0.05751917764964768,0.04523808607910562,0.059502262781851445,0.05139367752753779,0.44669748038802026,0.14578785098189714,0.13730614863777554,0.23360868279044858,0.21807632817747669,0.041190686282711504,0.03961586170959763,0.051045808644754304,0.04207776424224631,0.041094266981845776,0.035184715951513956,0.039396956686881195,0.10197359225896464,0.08237644103502792,0.08958617182905827,0.08518328445454774,0.02267462937912591,0.01251271468581128,0.05394014983025264,0.04127982701629472,0.040555355282690636,0.04860039172073591,0.04602350757892769,0.05003451847149159,0.05211029585978491,0.06757728473850705,0.1560579082279222,0.1297278345232005,0.13412557287414842,0.085654872326904,0.020388359123557322,0.04889600447955224,0.05007359968906618,0.02037847864848056,0.019865371663225287,0.019958529343686093,0.02997698106615095,0.05112467792417951,0.06069687875104473,0.05404747453311749,0.05547268664272411,0.05722600918400031,0.05790762828137285
27,Caldilineales,0.09444428250308379,0.10955403835337989,0.04222292794847325,0.08637395188544496,0.08930357446980842,0.12596789419431265,0.14074580428571534,0.1280171758884683,0.1346328524916323,0.12333336877396163,0.11831713094883631,,,,0.0449580119646998,0.029405406092748724,,,0.017015269548251433,,0.03399195270406919,0.045423272973750664,0.01364750612905373,0.04807081239217728,0.023456477301009304,,,0.1479943026764161,0.020749989860802887,0.14516239636693576,0.1434551086587312,0.06691292237891384,0.0748251979805017,,0.024582143274250946,0.020527251193839375,,0.021641338079131812,0.007644285958333447,,0.0085654872326904,0.0970680049708755,0.09447605630620773,0.11055951454251524,0.09702096450047504,0.10925954414773907,0.11004373659735694,0.11032773066155527,0.15081955632548974,0.1186389213200845,0.1315373511629111,0.12519817927839239,0.08159046068515687,0.07475842665070889
28,Caldisericales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011886246180448265,,,,,
29,Calditrichales,0.0620822122606492,0.01865171812386181,0.016561194886945175,0.04886048567686297,0.043501762633913664,0.1162289418979012,0.03616858716916508,0.0644577765284346,0.06397631486887269,0.0667714885343363,0.06188618286997985,,,,,,,0.006343614796955512,,,0.009427671417512945,0.011728238650504652,,,0.009576066758441457,0.006974274018039464,,0.017563692393356013,0.01083632878821919,0.023000157168277642,0.032382560534434064,0.013518451760896878,0.013227351223909677,0.008697625394052791,0.00929117682808958,,,0.008835039274156064,,,,0.09416979702656467,0.05049957627877042,0.04750398769828449,0.09412416106700233,0.10274450115582091,0.12367848282062126,0.11252717087855947,0.07327174239749179,0.07401982465336887,0.06418365529767088,0.05459904642717493,0.05722600918400031,0.07475842665070889
30,Campylobacterales,0.03783596702658612,0.03489416944708647,0.531121418888144,0.058581664363367265,0.04502860224652493,0.0567139164384463,,0.03282029334112215,0.03419677872967043,0.02804963567266072,0.022983951313055567,0.07159771993531583,0.014542474244551074,0.014534024006564911,,0.050931657369836215,0.015350862428001842,0.008971226080325133,0.03804729936537234,0.06518659206234477,0.03999822234073196,0.03889816705546809,0.03695762130664572,0.040627251621504934,0.04788033379220728,0.03945245161607084,0.035464629394376807,0.010140402531267877,0.03648051870344495,0.018779549688699024,0.025600661939272764,0.10601431548484053,0.10705169188874852,0.07876034773039223,0.05255883312276367,0.050744723082661404,0.05323999320815478,0.0544628398183885,0.03503051903795107,0.04686958819122972,0.028408507297413652,0.1605381002770709,0.03092454852743621,0.03264399315301149,0.16089106802323333,0.17544621205033123,0.04806650374911948,0.051921654264103695,0.03361938110819067,0.029157837408408046,0.03966000361132678,0.04599552192671891,0.07065941165982134,0.06863365677505003
31,Candidatus_Actinomarinales,,0.03730343624772362,0.03703195755583136,0.027313841846780106,,0.032743794922534916,0.025575053253253384,0.015192843627821058,0.012090387067242926,0.03238892941256319,0.019904685716450824,,0.3288175308506099,0.31642810038347424,0.055062094581727776,0.10804236090984297,0.26703441824223434,0.23642202146458438,0.09921521821368025,0.08826306289697108,0.14544303087074523,0.14858340716860746,0.3237269770139852,0.2107140933804128,0.1988043121169079,0.35418052536096356,0.3709794792084975,0.020280805062535753,0.016552765642481176,0.023000157168277642,0.011448964073041098,0.04483563223741419,0.04182855727857045,0.3150413909215689,0.03218558065671559,0.013684834129226251,0.16102918168602107,0.1026538799156847,0.26874856884565645,0.3012964525783238,0.06176660683359477,0.023542449256641167,,0.01371322004259261,0.023531040266750583,0.009932685831612643,0.02361525039011635,0.02858192998509838,0.0205875822958079,,0.02119916363882886,0.021927504714975912,,0.015476464650682737
32,Candidatus_Babeliales,0.01817581064219216,,0.03312238977389035,0.02992081462322006,,0.03733367029516024,0.04533972347881589,0.03616620179804246,0.031988157434436344,0.04435036813175852,0.025696838763768895,,,,,,,,,0.018817748237374535,0.01885534283502589,0.020313905225967103,0.00787939133737624,0.02403540619608864,0.021412736228951155,0.02092282205411839,0.025077279937031603,0.08955761024446347,0.02167265757643838,0.10413764069822307,0.16472190843229587,0.02867696673382022,0.009353149747562713,0.019448481623930435,,,0.007245045403845623,0.030605473819409514,0.022932857875000344,0.02778190051668434,0.0085654872326904,0.011771224628320583,0.015462274263718104,0.01371322004259261,0.011765520133375292,0.02979805749483793,0.0357029026747251,0.03258841417091334,0.026578454456779553,0.046612025264956725,0.03351882079466116,0.016984972116997264,0.014654079333861302,0.012636480472131268
33,Candidatus_Brocadiales,0.0277640093616765,0.02949095577342294,,0.032318173509703216,0.043501762633913664,,,0.04641490396407833,0.02418077413448585,0.039668175187900966,0.04738262947889091,,,,,,,,0.017015269548251433,,0.013332740780243988,,,0.009084529636467359,0.009576066758441457,,,0.03206676838974329,0.00625635734290564,0.048790701306136504,0.04127982701629472,0.021374549001774042,,,,0.0068424170646131256,,,0.007644285958333447,,,,0.04187203664715337,0.0461655778470033,,0.019865371663225287,0.01785145133736255,0.020210476511862183,0.03361938110819067,0.03636621257384117,0.04059330785915449,0.03396994423399453,0.023170133853902358,0.028256029332034152
34,Candidatus_Gastranaerophilales,,,,,,,,,,,,,,,,,0.006865114380451918,,,,,,,,,,,,,,,,,,,0.011851414002486231,,,,,,,,,,,,,,,,,,
35,Candidatus_Obscuribacterales,,,,,,,,,,,,,,,,0.020792762051726844,0.021709397839803784,0.008971226080325133,0.03804729936537234,0.032593296031172385,,,0.011143142092562557,,,,,,,,,,,,0.013139708280690917,,,,0.007644285958333447,,,,,,,,,,,,,,,
36,Cardiobacteriales,,,0.011710533209110913,0.012215121419215743,0.011626335106919263,,,0.015192843627821058,0.017098389364835216,0.016194464706281594,0.019904685716450824,,,0.007267012003282456,,,0.009708737864077669,0.006343614796955512,,,,,,,0.009576066758441457,0.00986311290401771,,,0.008847825405389658,,0.011448964073041098,0.013518451760896878,0.016200130573578636,,0.013139708280690917,,,,0.007644285958333447,,,0.011771224628320583,,,0.011765520133375292,,,,,,,,0.007327039666930651,0.02188702620658331
37,Catenulisporales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011448964073041098,,,,,,,,,,,,,,,,,,,,0.01223934283347277,,,
38,Caulobacterales,0.014840487244939677,0.013188756366162716,0.03513159962733274,0.027313841846780106,0.01644212078889967,0.029286940515240212,,0.017543184716556758,0.017098389364835216,0.03621192394246681,0.016252107831923043,0.1386483884679505,,0.010277106932970124,,,,0.008971226080325133,,,0.01632920589219732,0.014364100137662185,0.01364750612905373,0.04892168928767443,0.044915734440915074,0.01972622580803542,0.027820744203732862,0.02267462937912591,0.008847825405389658,0.023000157168277642,0.025600661939272764,0.02341464528954235,0.028059449242688137,0.02884675999914014,0.013139708280690917,0.01530010968687952,0.01620041402307123,0.06121094763881903,0.021621305753866747,0.021793915824502602,0.030883303416797386,0.020388359123557322,0.023619014076551932,0.02625881720681138,0.023531040266750583,0.014046939013857684,0.015459810352577657,0.012782227674963906,0.018793805379846637,0.009719279136136016,0.02447868566694554,0.03396994423399453,0.016383758769094352,0.025272960944262537
39,Cellvibrionales,0.17870313075530184,0.16044814609065336,0.3276857464654862,0.32156176632386657,0.2573598984476949,0.10760709058437298,0.03348560498158864,0.13673559265038954,0.1346328524916323,0.151917544960495,0.15965162813643285,0.06697353441803659,0.12057982648145751,0.12225006404090721,0.09537034538671549,0.09063354854056475,0.07167389835064758,0.08835632997288687,0.09319646953608049,0.09957416414063414,0.236256768554763,0.2266616769955431,0.2603778219616477,0.25436682982108605,0.2270154018209241,0.2230677689279884,0.21961213346280914,0.08604416872584897,0.15502642491558466,0.07628289144638008,0.07240960664049649,0.25985685443205386,0.27236783189261154,0.24539021016788032,0.14483511295522017,0.13320764399025783,0.21686782122249254,0.19133521369493847,0.2440192100249827,0.2578690896078293,0.14048443594391452,0.107885055763215,0.18725744059879462,0.1848319598495051,0.10718898969920057,0.1256396420431186,0.11739959164014221,0.12392829526566417,0.14606063839239977,0.14317392207720636,0.14455902276524193,0.13833457784808026,0.18051898720198536,0.1700064575502426
